	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	1	1	336.0	335.0	368.0	367.0	320.0	319.0	loss	2720	474.0	474	[4, 1, 3, 2, 1, 4, 3, 2]	[4, 1, 3, 2, 1, 4, 3, 2]	random	464.0	463.0	384.0	383.0	115	464.0	463.0	0	384.0	383.0
1	1	1	416.0	415.0	496.0	495.0	384.0	383.0	loss	3040	597.0	597	[3, 4, 2, 1, 3, 1, 4, 2]	[3, 4, 2, 1, 3, 1, 4, 2]	random	448.0	447.0	512.0	511.0	115	352.0	351.0	0	432.0	431.0
2	1	1	416.0	415.0	512.0	511.0	416.0	415.0	loss	3264	517.0	517	[3, 1, 4, 2, 4, 2, 3, 1]	[3, 1, 4, 2, 4, 2, 3, 1]	random	432.0	431.0	416.0	415.0	115	624.0	623.0	0	448.0	447.0
3	1	1	416.0	415.0	464.0	463.0	384.0	383.0	loss	3312	406.0	406	[3, 4, 2, 1, 3, 1, 2, 4]	[3, 4, 2, 1, 3, 1, 2, 4]	random	544.0	543.0	496.0	495.0	115	496.0	495.0	0	512.0	511.0
4	1	1	432.0	431.0	480.0	479.0	416.0	415.0	loss	3024	421.0	421	[4, 2, 1, 3, 1, 3, 2, 4]	[4, 2, 1, 3, 1, 3, 2, 4]	random	448.0	447.0	464.0	463.0	115	400.0	399.0	0	384.0	383.0
5	1	1	544.0	543.0	480.0	479.0	416.0	415.0	loss	2944	405.0	405	[2, 3, 4, 1, 3, 2, 4, 1]	[2, 3, 4, 1, 3, 2, 4, 1]	random	432.0	431.0	368.0	367.0	115	368.0	367.0	0	336.0	335.0
6	1	1	448.0	447.0	480.0	479.0	400.0	399.0	loss	3136	581.0	581	[4, 2, 3, 1, 3, 1, 2, 4]	[4, 2, 3, 1, 3, 1, 2, 4]	random	512.0	511.0	464.0	463.0	115	480.0	479.0	0	352.0	351.0
7	1	1	432.0	431.0	432.0	431.0	336.0	335.0	loss	3136	374.0	374	[1, 4, 3, 2, 4, 3, 2, 1]	[1, 4, 3, 2, 4, 3, 2, 1]	random	352.0	351.0	528.0	527.0	115	624.0	623.0	0	432.0	431.0
8	1	1	480.0	479.0	720.0	719.0	496.0	495.0	loss	3648	469.0	469	[2, 3, 1, 4, 2, 1, 3, 4]	[2, 3, 1, 4, 2, 1, 3, 4]	random	592.0	591.0	448.0	447.0	115	544.0	543.0	0	368.0	367.0
9	1	1	416.0	415.0	496.0	495.0	336.0	335.0	loss	2976	421.0	421	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	random	400.0	399.0	464.0	463.0	115	400.0	399.0	0	464.0	463.0
10	1	1	352.0	351.0	512.0	511.0	432.0	431.0	loss	3296	453.0	453	[4, 2, 1, 3, 1, 4, 3, 2]	[4, 2, 1, 3, 1, 4, 3, 2]	random	464.0	463.0	544.0	543.0	115	480.0	479.0	0	512.0	511.0
11	1	1	480.0	479.0	416.0	415.0	432.0	431.0	loss	2976	437.0	437	[2, 3, 1, 4, 3, 1, 2, 4]	[2, 3, 1, 4, 3, 1, 2, 4]	random	416.0	415.0	448.0	447.0	115	432.0	431.0	0	352.0	351.0
12	0	1							loss	448	438.0	438	[1, 4]	[1, 3, 2, 4, 1, 2, 4, 3]	random					115			0		447.0
13	1	1	400.0	399.0	512.0	511.0	496.0	495.0	loss	3248	411.0	411	[3, 1, 4, 2, 4, 1, 3, 2]	[3, 1, 4, 2, 4, 1, 3, 2]	random	512.0	511.0	480.0	479.0	115	464.0	463.0	0	384.0	383.0
14	1	1	416.0	415.0	480.0	479.0	384.0	383.0	loss	2880	420.0	420	[4, 2, 3, 1, 2, 3, 1, 4]	[4, 2, 3, 1, 2, 3, 1, 4]	random	512.0	511.0	384.0	383.0	115	368.0	367.0	0	336.0	335.0
15	1	1	416.0	415.0	512.0	511.0	592.0	591.0	loss	3456	533.0	533	[2, 4, 3, 1, 3, 4, 1, 2]	[2, 4, 3, 1, 3, 4, 1, 2]	random	416.0	415.0	448.0	447.0	115	496.0	495.0	0	576.0	575.0
