	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	1	1	272.0	270.0	352.0	350.0	384.0	382.0	e	2432	871.0	871	[4, 3, 2, 1, 4, 3, 2, 1]	[4, 3, 2, 1, 4, 3, 2, 1]	random	352.0	350.0	416.0	414.0	122	304.0	302.0	0	352.0	350.0
1	1	1	320.0	318.0	560.0	558.0	256.0	254.0	e	2688	479.0	479	[1, 2, 3, 4, 2, 3, 1, 4]	[1, 2, 3, 4, 2, 3, 1, 4]	random	544.0	542.0	336.0	334.0	122	320.0	318.0	0	352.0	350.0
2	1	1	544.0	542.0	1279.0	1277.0	337.0	335.0	e	4511	1011.0	1011	[2, 3, 4, 1, 3, 1, 2, 4]	[2, 3, 4, 1, 3, 1, 2, 4]	random	720.0	717.0	640.0	638.0	122	383.0	382.0	0	608.0	606.0
3	1	1	448.0	446.0	704.0	702.0	832.0	830.0	e	4416	479.0	479	[1, 2, 4, 3, 4, 2, 3, 1]	[1, 2, 4, 3, 4, 2, 3, 1]	random	848.0	846.0	624.0	622.0	122	656.0	654.0	0	304.0	302.0
4	0	1							e	0		369	[4]	[1, 4, 3, 2, 4, 3, 2, 1]	random					122			0		
5	1	1	448.0	446.0	512.0	510.0	384.0	382.0	e	3824	397.0	397	[1, 4, 3, 2, 4, 1, 2, 3]	[1, 4, 3, 2, 4, 1, 2, 3]	random	688.0	686.0	608.0	606.0	122	608.0	606.0	0	576.0	574.0
6	1	1	384.0	382.0	656.0	654.0	416.0	414.0	e	3424	887.0	887	[2, 3, 4, 1, 4, 1, 2, 3]	[2, 3, 4, 1, 4, 1, 2, 3]	random	704.0	702.0	448.0	446.0	122	368.0	366.0	0	448.0	446.0
7	1	1	480.0	478.0	561.0	559.0	544.0	542.0	e	5120	679.0	679	[2, 1, 3, 4, 3, 4, 2, 1]	[2, 1, 3, 4, 3, 4, 2, 1]	random	720.0	717.0	416.0	414.0	122	1839.0	1837.0	0	560.0	558.0
8	1	1	480.0	478.0	1264.0	1262.0	368.0	366.0	e	4128	496.0	496	[1, 2, 3, 4, 3, 2, 1, 4]	[1, 2, 3, 4, 3, 2, 1, 4]	random	416.0	414.0	672.0	670.0	122	320.0	318.0	0	608.0	606.0
9	1	1	640.0	638.0	768.0	766.0	480.0	478.0	e	4751	336.0	336	[1, 3, 2, 4, 3, 2, 4, 1]	[1, 3, 2, 4, 3, 2, 4, 1]	random	656.0	653.0	543.0	541.0	122	448.0	446.0	0	1216.0	1214.0
10	1	1	416.0	414.0	352.0	350.0	688.0	686.0	e	3056	607.0	607	[1, 2, 3, 4, 1, 2, 3, 4]	[1, 2, 3, 4, 1, 2, 3, 4]	random	384.0	382.0	432.0	430.0	122	400.0	398.0	0	384.0	382.0
11	0	1			544.0	542.0	352.0	350.0	e	2496	513.0	513	[4, 1, 3, 2, 4, 1]	[4, 1, 3, 2, 4, 2, 1, 3]	random				462.0	122	624.0	622.0	0	512.0	510.0
12	1	1	656.0	654.0	560.0	557.0	416.0	414.0	e	3872	524.0	524	[4, 3, 2, 1, 4, 1, 3, 2]	[4, 3, 2, 1, 4, 1, 3, 2]	random	688.0	686.0	544.0	542.0	122	496.0	494.0	0	512.0	510.0
