	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	1	1	448.0	447.0	496.0	495.0	352.0	351.0	e	3232	458.0	458	[3, 4, 1, 2, 1, 4, 2, 3]	[3, 4, 1, 2, 1, 4, 2, 3]	random	544.0	543.0	448.0	447.0	117	528.0	527.0	0	416.0	415.0
1	1	1	464.0	463.0	576.0	575.0	432.0	431.0	e	3296	421.0	421	[2, 4, 1, 3, 1, 2, 3, 4]	[2, 4, 1, 3, 1, 2, 3, 4]	random	448.0	447.0	496.0	495.0	117	384.0	383.0	0	496.0	495.0
2	1	1	496.0	495.0	448.0	447.0	336.0	335.0	e	3568	486.0	486	[1, 3, 4, 2, 3, 1, 4, 2]	[1, 3, 4, 2, 3, 1, 4, 2]	random	560.0	559.0	512.0	511.0	117	496.0	495.0	0	720.0	719.0
3	1	1	544.0	543.0	480.0	479.0	528.0	527.0	e	3584	438.0	438	[4, 1, 3, 2, 1, 3, 4, 2]	[4, 1, 3, 2, 1, 3, 4, 2]	random	544.0	543.0	560.0	559.0	117	496.0	495.0	0	432.0	431.0
4	1	1	528.0	527.0	528.0	527.0	336.0	335.0	e	3328	630.0	630	[3, 2, 4, 1, 4, 2, 1, 3]	[3, 2, 4, 1, 4, 2, 1, 3]	random	512.0	511.0	512.0	511.0	117	512.0	511.0	0	400.0	399.0
5	1	1	272.0	271.0	896.0	895.0	416.0	415.0	e	3360	422.0	422	[4, 3, 2, 1, 3, 2, 4, 1]	[4, 3, 2, 1, 3, 2, 4, 1]	random	480.0	479.0	384.0	383.0	117	400.0	399.0	0	512.0	511.0
6	1	1	368.0	367.0	384.0	383.0	496.0	495.0	e	3152	453.0	453	[1, 2, 3, 4, 1, 3, 4, 2]	[1, 2, 3, 4, 1, 3, 4, 2]	random	544.0	543.0	576.0	575.0	117	304.0	303.0	0	480.0	479.0
7	1	1	384.0	383.0	448.0	447.0	432.0	431.0	e	3056	549.0	549	[3, 4, 1, 2, 3, 1, 4, 2]	[3, 4, 1, 2, 3, 1, 4, 2]	random	448.0	447.0	528.0	527.0	117	336.0	335.0	0	480.0	479.0
8	1	1	400.0	399.0	480.0	479.0	400.0	399.0	e	3120	485.0	485	[3, 1, 4, 2, 1, 3, 2, 4]	[3, 1, 4, 2, 1, 3, 2, 4]	random	400.0	399.0	560.0	559.0	117	448.0	447.0	0	432.0	431.0
9	1	1	432.0	431.0	576.0	575.0	416.0	415.0	e	3328	662.0	662	[3, 1, 4, 2, 4, 1, 3, 2]	[3, 1, 4, 2, 4, 1, 3, 2]	random	528.0	527.0	512.0	511.0	117	496.0	495.0	0	368.0	367.0
10	1	1	368.0	367.0	464.0	463.0	512.0	511.0	e	4128	597.0	597	[3, 1, 4, 2, 4, 3, 2, 1]	[3, 1, 4, 2, 4, 3, 2, 1]	random	592.0	591.0	864.0	863.0	117	544.0	543.0	0	784.0	783.0
11	1	1	416.0	415.0	464.0	463.0	336.0	335.0	e	3248	550.0	550	[4, 1, 2, 3, 4, 2, 3, 1]	[4, 1, 2, 3, 4, 2, 3, 1]	random	560.0	559.0	576.0	575.0	117	496.0	495.0	0	400.0	399.0
12	1	1	544.0	543.0	480.0	479.0	384.0	383.0	e	3200	453.0	453	[1, 3, 4, 2, 4, 2, 1, 3]	[1, 3, 4, 2, 4, 2, 1, 3]	random	416.0	415.0	416.0	415.0	117	416.0	415.0	0	544.0	543.0
13	1	1	368.0	367.0	576.0	575.0	448.0	447.0	e	3104	453.0	453	[4, 2, 3, 1, 2, 3, 1, 4]	[4, 2, 3, 1, 2, 3, 1, 4]	random	464.0	463.0	480.0	479.0	117	352.0	351.0	0	416.0	415.0
14	0	1							e	656	550.0	550	[2, 3, 2]	[2, 3, 1, 4, 1, 3, 2, 4]	random					117		351.0	0	304.0	303.0
15	0	1		127.0	752.0	751.0	400.0	399.0	e	2928	588.0	588	[1, 3, 2, 4, 3, 2, 1, 1]	[1, 3, 2, 4, 3, 2, 1, 4]	random	400.0	399.0	464.0	463.0	117	432.0	431.0	0	352.0	351.0
16	1	1	512.0	511.0	512.0	511.0	432.0	431.0	e	3552	921.0	921	[3, 4, 2, 1, 4, 3, 1, 2]	[3, 4, 2, 1, 4, 3, 1, 2]	random	512.0	511.0	560.0	559.0	117	448.0	447.0	0	576.0	575.0
17	1	1	304.0	303.0	448.0	447.0	336.0	335.0	e	2960	453.0	453	[1, 4, 2, 3, 2, 3, 4, 1]	[1, 4, 2, 3, 2, 3, 4, 1]	random	560.0	559.0	352.0	351.0	117	432.0	431.0	0	528.0	527.0
18	1	1	544.0	543.0	496.0	495.0	464.0	463.0	e	3488	501.0	501	[2, 4, 3, 1, 2, 3, 1, 4]	[2, 4, 3, 1, 2, 3, 1, 4]	random	496.0	495.0	528.0	527.0	117	544.0	543.0	0	416.0	415.0
19	1	1	528.0	527.0	512.0	511.0	416.0	415.0	e	3376	533.0	533	[2, 4, 3, 1, 4, 3, 2, 1]	[2, 4, 3, 1, 4, 3, 2, 1]	random	368.0	367.0	560.0	559.0	117	576.0	575.0	0	416.0	415.0
20	1	1	448.0	447.0	560.0	559.0	432.0	431.0	e	3232	597.0	597	[4, 2, 3, 1, 3, 1, 2, 4]	[4, 2, 3, 1, 3, 1, 2, 4]	random	496.0	495.0	512.0	511.0	117	336.0	335.0	0	448.0	447.0
21	1	1	560.0	559.0	560.0	559.0	432.0	431.0	e	3504	725.0	725	[3, 4, 1, 2, 1, 3, 4, 2]	[3, 4, 1, 2, 1, 3, 4, 2]	random	336.0	335.0	576.0	575.0	117	448.0	447.0	0	592.0	591.0
22	1	1	512.0	511.0	480.0	479.0	512.0	511.0	e	3424	469.0	469	[2, 4, 3, 1, 2, 3, 1, 4]	[2, 4, 3, 1, 2, 3, 1, 4]	random	592.0	591.0	544.0	543.0	117	416.0	415.0	0	368.0	367.0
23	1	1	336.0	335.0	576.0	575.0	384.0	383.0	e	3120	693.0	693	[3, 2, 4, 1, 3, 2, 4, 1]	[3, 2, 4, 1, 3, 2, 4, 1]	random	512.0	511.0	352.0	351.0	117	496.0	495.0	0	464.0	463.0
24	1	1	336.0	335.0	768.0	767.0	336.0	335.0	e	3168	517.0	517	[2, 3, 1, 4, 3, 2, 4, 1]	[2, 3, 1, 4, 3, 2, 4, 1]	random	544.0	543.0	320.0	319.0	117	512.0	511.0	0	352.0	351.0
25	1	1	432.0	431.0	544.0	543.0	384.0	383.0	e	3152	453.0	453	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	random	432.0	431.0	528.0	527.0	117	400.0	399.0	0	432.0	431.0
26	1	1	512.0	511.0	384.0	383.0	416.0	415.0	e	3120	724.0	724	[3, 1, 2, 4, 2, 3, 1, 4]	[3, 1, 2, 4, 2, 3, 1, 4]	random	528.0	527.0	496.0	495.0	117	432.0	431.0	0	352.0	351.0
27	1	1	464.0	463.0	480.0	479.0	592.0	591.0	e	3472	677.0	677	[3, 4, 2, 1, 3, 1, 2, 4]	[3, 4, 2, 1, 3, 1, 2, 4]	random	480.0	479.0	496.0	495.0	117	464.0	463.0	0	496.0	495.0
28	1	1	288.0	287.0	352.0	351.0	336.0	335.0	e	2592	661.0	661	[1, 4, 2, 3, 2, 3, 4, 1]	[1, 4, 2, 3, 2, 3, 4, 1]	random	416.0	415.0	416.0	415.0	117	400.0	399.0	0	384.0	383.0
29	1	1	432.0	431.0	464.0	463.0	336.0	335.0	e	2928	693.0	693	[3, 2, 1, 4, 2, 3, 1, 4]	[3, 2, 1, 4, 2, 3, 1, 4]	random	512.0	511.0	352.0	351.0	117	496.0	495.0	0	336.0	335.0
30	1	1	400.0	399.0	624.0	623.0	736.0	735.0	e	3728	613.0	613	[2, 4, 1, 3, 1, 3, 4, 2]	[2, 4, 1, 3, 1, 3, 4, 2]	random	464.0	463.0	496.0	495.0	117	496.0	495.0	0	512.0	511.0
31	1	1	512.0	511.0	624.0	623.0	368.0	367.0	e	3360	469.0	469	[1, 2, 3, 4, 2, 4, 1, 3]	[1, 2, 3, 4, 2, 4, 1, 3]	random	512.0	511.0	400.0	399.0	117	400.0	399.0	0	544.0	543.0
32	0	1				287.0	384.0	383.0	e	1792	629.0	629	[1, 3, 2, 4, 1]	[1, 3, 2, 4, 2, 4, 3, 1]	random					117	576.0	575.0	0	544.0	543.0
33	1	1	384.0	383.0	576.0	575.0	432.0	431.0	e	3504	505.0	505	[1, 4, 2, 3, 1, 4, 3, 2]	[1, 4, 2, 3, 1, 4, 3, 2]	random	800.0	799.0	496.0	495.0	117	352.0	351.0	0	464.0	463.0
34	1	1	464.0	463.0	512.0	511.0	480.0	479.0	e	3152	644.0	644	[4, 2, 3, 1, 3, 4, 2, 1]	[4, 2, 3, 1, 3, 4, 2, 1]	random	416.0	415.0	480.0	479.0	117	432.0	431.0	0	368.0	367.0
35	1	1	352.0	351.0	512.0	511.0	304.0	303.0	e	2960	692.0	692	[3, 1, 4, 2, 1, 4, 2, 3]	[3, 1, 4, 2, 1, 4, 2, 3]	random	416.0	415.0	464.0	463.0	117	464.0	463.0	0	448.0	447.0
36	1	1	448.0	447.0	640.0	639.0	384.0	383.0	e	3280	532.0	532	[4, 3, 2, 1, 3, 2, 4, 1]	[4, 3, 2, 1, 3, 2, 4, 1]	random	560.0	559.0	288.0	287.0	117	320.0	319.0	0	640.0	639.0
37	1	1	448.0	447.0	448.0	447.0	384.0	383.0	e	3104	612.0	612	[3, 4, 1, 2, 4, 2, 1, 3]	[3, 4, 1, 2, 4, 2, 1, 3]	random	528.0	527.0	400.0	399.0	117	384.0	383.0	0	512.0	511.0
38	1	1	288.0	287.0	608.0	607.0	560.0	559.0	e	3472	516.0	516	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	random	416.0	415.0	720.0	719.0	117	448.0	447.0	0	432.0	431.0
39	1	1	272.0	271.0	288.0	287.0	416.0	415.0	e	2624	564.0	564	[1, 4, 2, 3, 2, 3, 1, 4]	[1, 4, 2, 3, 2, 3, 1, 4]	random	448.0	447.0	400.0	399.0	117	352.0	351.0	0	448.0	447.0
40	1	2	464.0	463.0	448.0	447.0	304.0	303.0	e	3072	602.0	602	[1, 4, 3, 2, 4, 2, 1, 3]	[1, 4, 3, 2, 4, 2, 1, 3]	random	544.0	543.0	240.0	239.0	117	672.0	671.0	0	400.0	399.0
41	1	2	272.0	271.0	528.0	527.0	304.0	303.0	e	3488	405.0	405	[1, 4, 2, 3, 1, 4, 3, 2]	[1, 4, 2, 3, 1, 4, 3, 2]	random	768.0	767.0	592.0	591.0	117	496.0	495.0	0	528.0	527.0
