	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	reward	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	0	1	352.0	351.0	448.0	447.0	352.0	351.0	e	3043.0	2688.0	704.0	704.0	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	416.0	415.0	400.0	399.0	249	352.0	351.0	1	368.0	367.0
1	0	1		239.0	304.0	303.0	384.0	383.0	e	3043.0	2336.0	453.0	453.0	[4, 3, 1, 4, 2, 3, 1, 4]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	384.0	383.0	256.0	255.0	249	352.0	351.0	0	416.0	415.0
2	1	1	352.0	351.0	336.0	335.0	336.0	335.0	e	3043.0	2448.0	340.0	340.0	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	368.0	367.0	416.0	415.0	249	336.0	335.0	0	304.0	303.0
3	0	1		255.0	304.0	303.0	432.0	431.0	e	3043.0	2384.0	387.0	387.0	[4, 3, 1, 4, 2, 3, 1, 4]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	320.0	319.0	256.0	255.0	249	384.0	383.0	0	432.0	431.0
4	0	1		255.0	416.0	415.0	432.0	431.0	e	3043.0	2560.0	500.0	500.0	[4, 3, 1, 4, 2, 3, 1, 4]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	320.0	319.0	320.0	319.0	249	368.0	367.0	0	448.0	447.0
5	1	1	320.0	319.0	352.0	351.0	336.0	335.0	e	3043.0	2352.0	423.0	423.0	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	352.0	351.0	384.0	383.0	249	304.0	303.0	0	304.0	303.0
6	0	1	272.0	271.0	448.0	447.0	304.0	303.0	e	3043.0	2544.0	626.0	626.0	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	336.0	335.0	496.0	495.0	249	352.0	351.0	1	336.0	335.0
7	0	1						159.0	e	3043.0	960.0	469.0	469.0	[4, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A					249	400.0	399.0	0	400.0	399.0
8	1	1	256.0	255.0	320.0	319.0	320.0	319.0	e	3043.0	2480.0	491.0	491.0	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	384.0	383.0	496.0	495.0	249	304.0	303.0	0	400.0	399.0
9	1	1	288.0	287.0	400.0	399.0	256.0	255.0	e	3043.0	2272.0	450.0	450.0	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	320.0	319.0	368.0	367.0	249	336.0	335.0	0	304.0	303.0
