	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	1	1	288.0	287.0	544.0	543.0	352.0	351.0	e	2992	1690.0	1690	[1, 3, 2, 4, 3, 2, 4, 1]	[1, 3, 2, 4, 3, 2, 4, 1]	random	512.0	511.0	352.0	351.0	249	352.0	351.0	0	592.0	591.0
1	1	1	304.0	303.0	336.0	335.0	320.0	319.0	e	2528	710.0	710	[3, 2, 1, 4, 2, 3, 4, 1]	[3, 2, 1, 4, 2, 3, 4, 1]	random	448.0	447.0	320.0	319.0	249	400.0	399.0	0	400.0	399.0
2	1	1	288.0	287.0	368.0	367.0	352.0	351.0	e	2480	406.0	406	[1, 3, 2, 4, 1, 4, 2, 3]	[1, 3, 2, 4, 1, 4, 2, 3]	random	304.0	303.0	384.0	383.0	249	304.0	303.0	0	480.0	479.0
3	1	1	256.0	255.0	480.0	479.0	288.0	287.0	e	2480	454.0	454	[3, 2, 1, 4, 1, 4, 2, 3]	[3, 2, 1, 4, 1, 4, 2, 3]	random	368.0	367.0	448.0	447.0	249	336.0	335.0	0	304.0	303.0
4	1	1	240.0	239.0	304.0	303.0	256.0	255.0	e	2096	470.0	470	[3, 2, 1, 4, 2, 3, 1, 4]	[3, 2, 1, 4, 2, 3, 1, 4]	random	368.0	367.0	288.0	287.0	249	352.0	351.0	0	288.0	287.0
5	0	1							e	768	470.0	470	[1, 4, 2]	[1, 4, 3, 2, 1, 2, 3, 4]	random					249		287.0	0	480.0	479.0
6	1	1	304.0	303.0	400.0	399.0	288.0	287.0	e	2432	336.0	336	[1, 4, 3, 2, 4, 1, 2, 3]	[1, 4, 3, 2, 4, 1, 2, 3]	random	464.0	463.0	336.0	335.0	249	304.0	303.0	0	336.0	335.0
7	0	1			448.0	447.0	352.0	351.0	e	2224	390.0	390	[4, 2, 1, 3, 4, 4]	[4, 2, 1, 3, 4, 3, 2, 1]	random				479.0	249	448.0	447.0	0	496.0	495.0
8	1	1	336.0	335.0	448.0	447.0	384.0	383.0	e	2848	542.0	542	[2, 4, 1, 3, 4, 2, 1, 3]	[2, 4, 1, 3, 4, 2, 1, 3]	random	384.0	383.0	352.0	351.0	249	432.0	431.0	0	512.0	511.0
9	1	1	336.0	335.0	384.0	383.0	368.0	367.0	e	2736	438.0	438	[4, 1, 2, 3, 4, 3, 2, 1]	[4, 1, 2, 3, 4, 3, 2, 1]	random	288.0	287.0	480.0	479.0	249	448.0	447.0	0	432.0	431.0
10	1	1	304.0	303.0	496.0	495.0	352.0	351.0	e	2640	421.0	421	[1, 2, 3, 4, 3, 4, 1, 2]	[1, 2, 3, 4, 3, 4, 1, 2]	random	320.0	319.0	464.0	463.0	249	352.0	351.0	0	352.0	351.0
11	1	1	336.0	335.0	432.0	431.0	304.0	303.0	e	2912	438.0	438	[4, 1, 3, 2, 1, 3, 4, 2]	[4, 1, 3, 2, 1, 3, 4, 2]	random	448.0	447.0	480.0	479.0	249	496.0	495.0	0	416.0	415.0
