	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	reward	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	0	1			752.0	752.0	640.0	640.0	e	4019	3008	608.0	608	[2, 1, 4, 2, 3, 1]	5	[2, 1, 4, 2, 3, 1, 4, 3]	A			543.0	543.0	102	529.0	528.0	1	544.0	543.0
1	0	1			384.0	384.0	417.0	416.0	e	4019	2784	841.0	841	[3, 2, 4, 1, 2, 4, 3]	30	[3, 2, 4, 1, 2, 4, 3, 1]	C	481.0	480.0	495.0	495.0	102	575.0	575.0	1	432.0	432.0
2	0	1			369.0	368.0	352.0	351.0	e	4019	1871	928.0	928	[3, 2, 4, 1, 2, 3]	30	[3, 2, 4, 1, 2, 4, 3, 1]	C				335.0	102	495.0	495.0	0	320.0	320.0
3	1	1	400.0	399.0	465.0	464.0	463.0	463.0	e	4019	2928	518.0	518	[2, 1, 4, 2, 3, 1, 4, 3]	5	[2, 1, 4, 2, 3, 1, 4, 3]	A	383.0	383.0	432.0	432.0	102	385.0	384.0	0	400.0	399.0
4	0	1			305.0	304.0	304.0	303.0	e	4019	2080	531.0	531	[3, 2, 4, 1, 2, 4, 2]	30	[3, 2, 4, 1, 2, 4, 3, 1]	C		320.0	415.0	415.0	102	448.0	447.0	0	287.0	287.0
5	0	1		416.0	480.0	479.0	416.0	415.0	e	4019	3072	440.0	440	[4, 3, 1, 4, 2, 3, 1, 3]	10	[4, 3, 1, 4, 2, 3, 1, 2]	B	449.0	448.0	544.0	543.0	102	431.0	431.0	0	336.0	336.0
6	1	1	576.0	575.0	639.0	639.0	481.0	480.0	e	4019	3311	469.0	469	[2, 1, 4, 2, 3, 1, 4, 3]	5	[2, 1, 4, 2, 3, 1, 4, 3]	A	399.0	399.0	465.0	463.0	102	416.0	415.0	0	335.0	335.0
7	1	1	463.0	463.0	352.0	351.0	433.0	432.0	e	4019	2959	578.0	578	[3, 2, 4, 1, 2, 4, 3, 1]	30	[3, 2, 4, 1, 2, 4, 3, 1]	C	512.0	512.0	384.0	384.0	102	496.0	495.0	0	319.0	319.0
8	1	1	496.0	495.0	353.0	352.0	352.0	351.0	e	4019	2799	500.0	500	[3, 2, 4, 1, 2, 4, 3, 1]	30	[3, 2, 4, 1, 2, 4, 3, 1]	C	463.0	463.0	416.0	416.0	102	383.0	383.0	0	336.0	335.0
9	0	1							e	4019	0		452	[4]	30	[3, 2, 4, 1, 2, 4, 3, 1]	C					102			0		
10	1	1	463.0	463.0	336.0	335.0	400.0	399.0	e	4019	2783	453.0	453	[3, 2, 4, 1, 2, 4, 3, 1]	30	[3, 2, 4, 1, 2, 4, 3, 1]	C	417.0	416.0	432.0	431.0	102	400.0	399.0	0	335.0	335.0
11	1	1	640.0	639.0	576.0	576.0	449.0	448.0	e	4019	3247	417.0	417	[4, 3, 1, 4, 2, 3, 1, 2]	10	[4, 3, 1, 4, 2, 3, 1, 2]	B	399.0	399.0	400.0	400.0	102	400.0	399.0	0	383.0	383.0
12	1	1	368.0	368.0	385.0	384.0	384.0	383.0	e	4019	2848	402.0	402	[4, 3, 1, 4, 2, 3, 1, 2]	10	[4, 3, 1, 4, 2, 3, 1, 2]	B	369.0	368.0	431.0	431.0	102	447.0	447.0	0	464.0	464.0
13	1	1	480.0	480.0	400.0	400.0	433.0	432.0	e	4019	2912	385.0	385	[4, 3, 1, 4, 2, 3, 1, 2]	10	[4, 3, 1, 4, 2, 3, 1, 2]	B	417.0	416.0	399.0	399.0	102	416.0	415.0	0	367.0	367.0
14	1	1	384.0	383.0	319.0	319.0	465.0	464.0	e	4019	2879	450.0	450	[4, 3, 1, 4, 2, 3, 1, 2]	10	[4, 3, 1, 4, 2, 3, 1, 2]	B	400.0	399.0	352.0	351.0	102	464.0	463.0	0	495.0	495.0
15	1	1	368.0	367.0	337.0	335.0	447.0	447.0	e	4019	2751	351.0	351	[4, 3, 1, 4, 2, 3, 1, 2]	10	[4, 3, 1, 4, 2, 3, 1, 2]	B	352.0	351.0	351.0	351.0	102	433.0	432.0	0	463.0	463.0
16	0	1	447.0	447.0	319.0	318.0	384.0	384.0	e	3329	2895	445.0	445	[3, 2, 4, 1, 2, 4, 3, 1]	30	[3, 2, 4, 1, 2, 4, 3, 1]	C	577.0	576.0	480.0	479.0	102	369.0	368.0	1	319.0	319.0
17	1	1	384.0	383.0	336.0	336.0	465.0	464.0	e	3329	2783	356.0	356	[4, 3, 1, 4, 2, 3, 1, 2]	10	[4, 3, 1, 4, 2, 3, 1, 2]	B	352.0	351.0	367.0	367.0	102	464.0	463.0	0	415.0	415.0
18	1	1	447.0	447.0	432.0	431.0	416.0	415.0	e	3265	2784	381.0	381	[4, 3, 1, 4, 2, 3, 1, 2]	10	[4, 3, 1, 4, 2, 3, 1, 2]	B	336.0	336.0	401.0	399.0	102	415.0	415.0	0	336.0	335.0
19	0	1	656.0	655.0	368.0	367.0	352.0	351.0	e	3201	2912	428.0	428	[2, 1, 4, 2, 3, 1, 4, 3]	5	[2, 1, 4, 2, 3, 1, 4, 3]	A	400.0	399.0	336.0	335.0	102	384.0	383.0	1	416.0	415.0
20	0	1	431.0	431.0	352.0	351.0	368.0	367.0	e	3201	2911	474.0	474	[3, 2, 4, 1, 2, 4, 3, 1]	30	[3, 2, 4, 1, 2, 4, 3, 1]	C	513.0	512.0	432.0	431.0	102	431.0	431.0	1	384.0	384.0
21	1	1	384.0	383.0	367.0	367.0	417.0	416.0	e	3201	2591	385.0	385	[4, 3, 1, 4, 2, 3, 1, 2]	10	[4, 3, 1, 4, 2, 3, 1, 2]	B	368.0	367.0	304.0	303.0	102	384.0	383.0	0	367.0	367.0
22	0	1		383.0	305.0	304.0	336.0	335.0	e	3169	2783	685.0	685	[3, 2, 4, 1, 2, 4, 3, 2]	30	[3, 2, 4, 1, 2, 4, 3, 1]	C	593.0	592.0	447.0	446.0	102	383.0	383.0	0	336.0	336.0
23	0	1	432.0	431.0	336.0	335.0	384.0	383.0	e	3169	3008	463.0	463	[3, 2, 4, 1, 2, 4, 3, 1]	30	[3, 2, 4, 1, 2, 4, 3, 1]	C	560.0	560.0	513.0	512.0	102	351.0	351.0	1	432.0	432.0
24	0	1	384.0	383.0	335.0	335.0	352.0	351.0	e	3169	2783	467.0	467	[3, 2, 4, 1, 2, 4, 3, 1]	30	[3, 2, 4, 1, 2, 4, 3, 1]	C	575.0	575.0	433.0	432.0	102	352.0	352.0	1	352.0	352.0
25	0	1				368.0	400.0	399.0	e	3169	1504	466.0	466	[2, 1, 4, 2, 4]	5	[2, 1, 4, 2, 3, 1, 4, 3]	A					102	304.0	303.0	0	431.0	431.0
26	1	1	465.0	464.0	368.0	367.0	432.0	431.0	e	3169	2784	337.0	337	[4, 3, 1, 4, 2, 3, 1, 2]	10	[4, 3, 1, 4, 2, 3, 1, 2]	B	336.0	335.0	448.0	447.0	102	400.0	399.0	0	335.0	335.0
