	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	reward	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	0	1			529.0	528.0	688.0	687.0	e	5251.0	3376.0	528.0	528.0	[4, 3, 1, 4, 2, 3, 1]	30	[4, 3, 1, 4, 2, 3, 1, 2]	C	512.0	512.0	479.0	479.0	207	624.0	624.0	1	544.0	544.0
1	0	1			480.0	480.0	480.0	480.0	e	5251.0	3200.0	438.0	438.0	[1, 4, 2, 3, 1, 3, 4]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A	528.0	527.0	656.0	655.0	207	608.0	606.0	1	448.0	448.0
2	1	1	512.0	511.0	576.0	575.0	480.0	479.0	e	5251.0	3440.0	444.0	444.0	[4, 3, 1, 4, 2, 3, 1, 2]	30	[4, 3, 1, 4, 2, 3, 1, 2]	C	448.0	447.0	464.0	464.0	207	512.0	511.0	0	448.0	448.0
3	0	1							e	5251.0	352.0	435.0	435.0	[4, 4]	30	[4, 3, 1, 4, 2, 3, 1, 2]	C					207			0		352.0
4	1	1	512.0	511.0	640.0	639.0	464.0	463.0	e	5251.0	3440.0	452.0	452.0	[4, 3, 1, 4, 2, 3, 1, 2]	30	[4, 3, 1, 4, 2, 3, 1, 2]	C	400.0	399.0	400.0	400.0	207	528.0	527.0	0	496.0	495.0
5	1	1	544.0	544.0	401.0	400.0	367.0	367.0	e	5251.0	3456.0	452.0	452.0	[1, 4, 2, 3, 1, 3, 4, 2]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A	496.0	495.0	624.0	623.0	207	528.0	528.0	0	496.0	496.0
6	0	1							e	5251.0	0.0		514.0	[3]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B					207			0		
7	0	1			416.0	415.0	464.0	463.0	e	5251.0	2464.0	439.0	439.0	[1, 4, 2, 3, 1, 4]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A				655.0	207	512.0	512.0	0	416.0	416.0
8	0	1			592.0	591.0	768.0	767.0	e	5251.0	3136.0	645.0	645.0	[2, 1, 4, 2, 3, 1, 4]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B	496.0	496.0	416.0	415.0	207	433.0	432.0	1	431.0	430.0
9	1	1	480.0	479.0	385.0	385.0	368.0	367.0	e	5251.0	3184.0	411.0	411.0	[1, 4, 2, 3, 1, 3, 4, 2]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A	577.0	576.0	494.0	494.0	207	528.0	528.0	0	352.0	352.0
10	1	1	448.0	448.0	447.0	447.0	464.0	463.0	e	5251.0	3456.0	452.0	452.0	[1, 4, 2, 3, 1, 3, 4, 2]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A	529.0	528.0	576.0	575.0	207	480.0	479.0	0	512.0	512.0
11	1	1	497.0	496.0	496.0	495.0	417.0	416.0	e	5251.0	3232.0	433.0	433.0	[4, 3, 1, 4, 2, 3, 1, 2]	30	[4, 3, 1, 4, 2, 3, 1, 2]	C	416.0	415.0	367.0	366.0	207	479.0	479.0	0	560.0	559.0
12	1	1	544.0	543.0	544.0	544.0	496.0	496.0	e	5251.0	3280.0	436.0	436.0	[2, 1, 4, 2, 3, 1, 4, 3]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B	464.0	463.0	368.0	367.0	207	416.0	416.0	0	448.0	448.0
13	0	1			656.0	655.0	768.0	767.0	e	5251.0	3088.0	612.0	612.0	[2, 1, 4, 2, 3, 1, 4]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B	416.0	415.0	416.0	416.0	207	368.0	368.0	1	464.0	463.0
14	0	1							e	5251.0	384.0	438.0	438.0	[4, 4]	30	[4, 3, 1, 4, 2, 3, 1, 2]	C					207			0		384.0
15	1	1	480.0	480.0	464.0	464.0	448.0	447.0	e	5251.0	3088.0	437.0	437.0	[4, 3, 1, 4, 2, 3, 1, 2]	30	[4, 3, 1, 4, 2, 3, 1, 2]	C	432.0	431.0	384.0	383.0	207	448.0	447.0	0	432.0	431.0
16	1	1	496.0	495.0	368.0	368.0	385.0	384.0	e	5251.0	3200.0	387.0	387.0	[1, 4, 2, 3, 1, 3, 4, 2]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A	544.0	544.0	528.0	527.0	207	463.0	463.0	0	416.0	416.0
17	0	1			496.0	496.0	448.0	447.0	e	5251.0	3296.0	370.0	370.0	[1, 4, 2, 3, 1, 3, 4]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A	496.0	495.0	816.0	815.0	207	528.0	527.0	1	512.0	511.0
18	0	1			368.0	367.0	416.0	415.0	e	5251.0	2576.0	422.0	422.0	[1, 4, 2, 3, 1, 4]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A				639.0	207	704.0	703.0	0	448.0	447.0
19	0	1			640.0	640.0	512.0	511.0	e	5251.0	3024.0	499.0	499.0	[4, 3, 1, 4, 2, 3, 1]	30	[4, 3, 1, 4, 2, 3, 1, 2]	C	384.0	383.0	432.0	431.0	207	544.0	543.0	1	512.0	512.0
20	0	1							e	5251.0	0.0		488.0	[3]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B					207			0		
21	0	1							e	5251.0	959.0	483.0	483.0	[4, 3, 2]	30	[4, 3, 1, 4, 2, 3, 1, 2]	C					207		382.0	0	576.0	576.0
22	0	1			544.0	543.0	560.0	559.0	e	5251.0	2864.0	579.0	579.0	[2, 1, 4, 2, 3, 1, 4]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B	432.0	432.0	400.0	399.0	207	528.0	528.0	1	400.0	399.0
23	0	1			528.0	528.0	688.0	687.0	e	5251.0	2832.0	502.0	502.0	[2, 1, 4, 2, 3, 1, 4]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B	368.0	367.0	448.0	447.0	207	448.0	447.0	1	352.0	352.0
24	0	1			448.0	447.0	720.0	720.0	e	5251.0	3008.0	703.0	703.0	[2, 1, 4, 2, 3, 1, 4]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B	416.0	415.0	336.0	336.0	207	544.0	544.0	1	544.0	544.0
25	0	1							e	5251.0	0.0		531.0	[3]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B					207			0		
26	1	1	447.0	446.0	383.0	382.0	432.0	431.0	e	5251.0	3375.0	612.0	612.0	[1, 4, 2, 3, 1, 3, 4, 2]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A	512.0	512.0	737.0	736.0	207	480.0	479.0	0	384.0	383.0
27	0	1			624.0	623.0	704.0	704.0	e	5251.0	3072.0	591.0	591.0	[2, 1, 4, 2, 3, 1, 4]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B	528.0	527.0	432.0	431.0	207	368.0	367.0	1	416.0	415.0
28	1	1	624.0	623.0	399.0	398.0	368.0	368.0	e	5251.0	3536.0	417.0	417.0	[1, 4, 2, 3, 1, 3, 4, 2]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A	544.0	543.0	641.0	640.0	207	480.0	480.0	0	480.0	480.0
29	0	1			576.0	576.0	703.0	703.0	e	5251.0	3263.0	495.0	495.0	[4, 3, 1, 4, 2, 3, 2]	30	[4, 3, 1, 4, 2, 3, 1, 2]	C		335.0	368.0	367.0	207	737.0	737.0	0	544.0	544.0
30	0	1			400.0	399.0	399.0	398.0	e	5251.0	2448.0	436.0	436.0	[1, 4, 2, 3, 1, 3, 3]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A		127.0	657.0	656.0	207	480.0	479.0	0	384.0	384.0
31	0	1			673.0	672.0	559.0	559.0	e	5251.0	3136.0	628.0	628.0	[2, 1, 4, 2, 3, 1, 4]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B	464.0	464.0	528.0	527.0	207	464.0	464.0	1	448.0	448.0
32	1	1	463.0	463.0	480.0	479.0	480.0	479.0	e	5251.0	3536.0	420.0	420.0	[4, 3, 1, 4, 2, 3, 1, 2]	30	[4, 3, 1, 4, 2, 3, 1, 2]	C	385.0	384.0	432.0	431.0	207	592.0	591.0	0	704.0	704.0
33	1	1	496.0	495.0	401.0	400.0	415.0	414.0	e	5251.0	3424.0	416.0	416.0	[1, 4, 2, 3, 1, 3, 4, 2]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A	560.0	559.0	592.0	591.0	207	529.0	528.0	0	431.0	431.0
34	0	1							e	5251.0	416.0	342.0	342.0	[2, 2]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B					207			0		416.0
35	0	1			560.0	559.0	528.0	527.0	e	5251.0	3103.0	466.0	466.0	[4, 3, 1, 4, 2, 3, 1]	30	[4, 3, 1, 4, 2, 3, 1, 2]	C	351.0	351.0	464.0	464.0	207	673.0	672.0	1	527.0	526.0
36	0	2			384.0	383.0	416.0	415.0	e	5251.0	2464.0	433.0	433.0	[1, 4, 2, 3, 1, 4]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A				623.0	207	496.0	496.0	0	544.0	544.0
37	1	2	431.0	430.0	401.0	400.0	431.0	431.0	e	5251.0	3247.0	384.0	384.0	[1, 4, 2, 3, 1, 3, 4, 2]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A	480.0	479.0	656.0	655.0	207	432.0	431.0	0	416.0	416.0
38	0	2			496.0	495.0	497.0	496.0	e	5251.0	3328.0	433.0	433.0	[1, 4, 2, 3, 1, 3, 4]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A	560.0	560.0	688.0	688.0	207	623.0	623.0	1	464.0	464.0
39	0	2			561.0	560.0	687.0	687.0	e	5251.0	3248.0	656.0	656.0	[2, 1, 4, 2, 3, 1, 4]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B	496.0	495.0	464.0	463.0	207	480.0	479.0	1	560.0	559.0
40	0	2			960.0	959.0	704.0	703.0	e	5251.0	2688.0	877.0	877.0	[2, 1, 4, 2, 3]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B					207	544.0	544.0	1	480.0	479.0
41	0	2			496.0	495.0	528.0	528.0	e	5251.0	3232.0	412.0	412.0	[1, 4, 2, 3, 1, 3, 4]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A	512.0	511.0	800.0	800.0	207	480.0	479.0	1	416.0	416.0
42	0	2			512.0	511.0	545.0	544.0	e	5251.0	2896.0	476.0	476.0	[4, 3, 1, 4, 2, 3, 1]	30	[4, 3, 1, 4, 2, 3, 1, 2]	C	336.0	335.0	384.0	383.0	207	575.0	575.0	1	544.0	543.0
43	1	2	416.0	415.0	368.0	367.0	400.0	399.0	e	5251.0	3056.0	396.0	396.0	[1, 4, 2, 3, 1, 3, 4, 2]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A	464.0	464.0	560.0	559.0	207	400.0	399.0	0	448.0	448.0
44	0	2						399.0	e	5251.0	1152.0	414.0	414.0	[2, 1, 4, 3]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B					207	432.0	432.0	0	320.0	319.0
45	0	2						383.0	e	5251.0	1264.0	450.0	450.0	[1, 4, 2, 4]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A					207	432.0	431.0	0	448.0	448.0
46	0	2							e	5251.0	368.0	481.0	481.0	[4, 1]	30	[4, 3, 1, 4, 2, 3, 1, 2]	C					207			0		368.0
47	0	2						415.0	e	5251.0	1487.0	576.0	576.0	[2, 1, 4, 3]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B					207	624.0	624.0	0	448.0	448.0
48	1	2	480.0	480.0	512.0	511.0	368.0	367.0	e	5251.0	3440.0	449.0	449.0	[1, 4, 2, 3, 1, 3, 4, 2]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A	544.0	543.0	624.0	623.0	207	497.0	496.0	0	415.0	414.0
49	0	2			495.0	495.0	640.0	639.0	e	5251.0	3216.0	620.0	620.0	[2, 1, 4, 2, 3, 1, 4]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B	512.0	512.0	385.0	384.0	207	672.0	671.0	1	512.0	512.0
50	0	2							e	5251.0	0.0		379.0	[3]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B					207			0		
51	0	2			720.0	720.0	688.0	688.0	e	5251.0	3312.0	304.0	304.0	[2, 1, 4, 2, 3, 1, 4]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B	432.0	432.0	608.0	607.0	207	448.0	447.0	1	416.0	416.0
52	0	2			544.0	543.0	528.0	528.0	e	5251.0	3168.0	591.0	591.0	[4, 3, 1, 4, 2, 3, 1]	30	[4, 3, 1, 4, 2, 3, 1, 2]	C	545.0	544.0	367.0	366.0	207	608.0	608.0	1	576.0	575.0
53	1	2	384.0	383.0	400.0	399.0	400.0	399.0	e	5251.0	3200.0	527.0	527.0	[1, 4, 2, 3, 1, 3, 4, 2]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A	560.0	559.0	608.0	607.0	207	448.0	447.0	0	400.0	399.0
54	1	2	623.0	623.0	544.0	543.0	400.0	399.0	e	5251.0	3343.0	509.0	509.0	[4, 3, 1, 4, 2, 3, 1, 2]	30	[4, 3, 1, 4, 2, 3, 1, 2]	C	432.0	432.0	384.0	383.0	207	416.0	416.0	0	544.0	543.0
55	0	2				320.0	336.0	336.0	e	5251.0	1536.0	493.0	493.0	[1, 4, 2, 3, 2]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A					207	464.0	463.0	0	416.0	415.0
56	1	2	512.0	512.0	543.0	543.0	464.0	463.0	e	5251.0	3328.0	430.0	430.0	[4, 3, 1, 4, 2, 3, 1, 2]	30	[4, 3, 1, 4, 2, 3, 1, 2]	C	368.0	367.0	433.0	432.0	207	528.0	527.0	0	480.0	480.0
57	0	2							e	5251.0	431.0	444.0	444.0	[4, 4]	30	[4, 3, 1, 4, 2, 3, 1, 2]	C					207			0		431.0
58	1	2	496.0	495.0	561.0	560.0	463.0	462.0	e	5251.0	3456.0	463.0	463.0	[4, 3, 1, 4, 2, 3, 1, 2]	30	[4, 3, 1, 4, 2, 3, 1, 2]	C	368.0	367.0	480.0	480.0	207	528.0	528.0	0	560.0	560.0
59	0	2	448.0	448.0	496.0	495.0	432.0	431.0	e	3779.0	3440.0	411.0	411.0	[1, 4, 2, 3, 1, 3, 4, 2]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A	496.0	495.0	624.0	624.0	207	496.0	495.0	1	448.0	447.0
60	0	2			689.0	688.0	671.0	671.0	e	3779.0	3104.0	588.0	588.0	[2, 1, 4, 2, 3, 1, 4]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B	448.0	448.0	384.0	384.0	207	480.0	480.0	1	432.0	432.0
61	0	2							e	3779.0	480.0	762.0	762.0	[2, 2]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B					207			0		480.0
62	0	2			464.0	463.0	496.0	496.0	e	3779.0	2752.0	701.0	701.0	[4, 3, 1, 4, 2, 3, 1]	30	[4, 3, 1, 4, 2, 3, 1, 2]	C	384.0	383.0	432.0	431.0	207	544.0	543.0	1	432.0	431.0
63	0	2							e	3779.0	0.0		728.0	[3]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B					207			0		
64	0	2							e	3779.0	0.0		605.0	[3]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B					207			0		
65	0	2			512.0	512.0	448.0	448.0	e	3779.0	3168.0	411.0	411.0	[1, 4, 2, 3, 1, 3, 4]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A	544.0	544.0	656.0	655.0	207	529.0	528.0	1	479.0	478.0
66	0	2							e	3779.0	352.0	2408.0	2408.0	[4, 4]	30	[4, 3, 1, 4, 2, 3, 1, 2]	C					207			0		351.0
67	1	2	512.0	511.0	592.0	591.0	432.0	431.0	e	3779.0	3312.0	443.0	443.0	[4, 3, 1, 4, 2, 3, 1, 2]	30	[4, 3, 1, 4, 2, 3, 1, 2]	C	368.0	367.0	384.0	383.0	207	544.0	543.0	0	480.0	479.0
68	1	2	368.0	368.0	400.0	399.0	352.0	351.0	e	3764.0	3168.0	459.0	459.0	[1, 4, 2, 3, 1, 3, 4, 2]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A	544.0	544.0	528.0	527.0	207	576.0	575.0	0	400.0	400.0
69	0	2			608.0	608.0	496.0	496.0	e	3748.0	3200.0	393.0	393.0	[2, 1, 4, 2, 3, 1, 4]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B	545.0	544.0	447.0	446.0	207	608.0	607.0	1	496.0	496.0
