	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	1	1	302	299	364	361	260	257	e	2332	372	372	"[1, 3, 4, 2, 1, 3, 2, 4]"	"[1, 3, 4, 2, 1, 3, 2, 4]"	random	325	322	326	323	999	397	394	0	358	355
1	1	1	356	353	340	337	293	290	e	2531	318	318	"[2, 1, 4, 3, 1, 4, 3, 2]"	"[2, 1, 4, 3, 1, 4, 3, 2]"	random	373	370	526	523	999	342	339	0	301	298
2	1	1	419	416	356	353	278	275	e	2602	374	374	"[1, 2, 3, 4, 3, 1, 4, 2]"	"[1, 2, 3, 4, 3, 1, 4, 2]"	random	470	467	404	401	999	341	338	0	334	330
3	0	1			435	432	342	339	e	1768	654	654	"[4, 2, 1, 3, 1, 3]"	"[4, 2, 1, 3, 1, 2, 4, 3]"	random				355	999	333	329	0	300	297
4	0	1							e	0		350	[4]	"[3, 4, 1, 2, 3, 2, 4, 1]"	random					999			0		
5	1	1	317	314	374	371	293	290	e	2330	480	480	"[4, 2, 3, 1, 4, 3, 1, 2]"	"[4, 2, 3, 1, 4, 3, 1, 2]"	random	308	305	373	369	999	277	274	0	388	385
6	1	1	460	457	515	512	366	363	e	2824	446	446	"[3, 2, 1, 4, 1, 4, 3, 2]"	"[3, 2, 1, 4, 1, 4, 3, 2]"	random	404	401	438	434	999	341	338	0	300	297
7	1	1	326	323	334	331	244	241	e	2402	376	376	"[4, 2, 3, 1, 3, 1, 2, 4]"	"[4, 2, 3, 1, 3, 1, 2, 4]"	random	381	378	452	449	999	317	314	0	348	345
8	0	1			380	377	398	395	e	1783	421	421	"[3, 1, 2, 4, 3, 1]"	"[3, 1, 2, 4, 3, 2, 4, 1]"	random				305	999	349	346	0	348	345
9	1	1	335	331	398	395	348	345	e	2610	406	406	"[4, 2, 3, 1, 3, 2, 1, 4]"	"[4, 2, 3, 1, 3, 2, 1, 4]"	random	364	361	332	329	999	413	410	0	420	417
10	1	1	380	378	260	257	262	259	e	2323	419	419	"[1, 4, 2, 3, 1, 4, 3, 2]"	"[1, 4, 2, 3, 1, 4, 3, 2]"	random	365	362	414	411	999	300	297	0	342	339
11	0	1							e	667	390	390	"[1, 2, 3]"	"[1, 2, 4, 3, 2, 3, 4, 1]"	random					999		291	0	373	370
12	1	1	356	353	387	384	356	353	e	2730	406	406	"[1, 2, 4, 3, 1, 4, 3, 2]"	"[1, 2, 4, 3, 1, 4, 3, 2]"	random	396	393	384	380	999	470	467	0	381	378
13	1	1	542	539	381	377	325	322	e	2730	462	462	"[1, 2, 3, 4, 3, 2, 1, 4]"	"[1, 2, 3, 4, 3, 2, 1, 4]"	random	316	312	420	417	999	381	378	0	365	362
14	1	1	309	306	293	290	397	394	e	2528	366	366	"[4, 1, 2, 3, 4, 3, 1, 2]"	"[4, 1, 2, 3, 4, 3, 1, 2]"	random	340	337	452	449	999	342	338	0	395	392
