	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	6	4	2	4	random	1	3	1	2	3	116
1	6	2	4	3	random	1	1	3	4	2	116
2	6	2	4	2	random	1	1	3	3	4	116
3	5	1	2	1	random	2	3	4	4	3	116
4	6	2	1	4	random	3	4	3	1	2	116
5	6	1	3	2	random	1	4	2	3	4	116
6	6	1	2	1	random	2	3	4	4	3	116
7	4	4	2	3	random	4	3	1	1	2	116
8	5	3	4	3	random	2	2	1	1	4	116
9	3	1	2	4	random	2	3	4	3	1	116
10	3	1	2	1	A	3	3	4	4	2	116
11	2	3	3	2	C	2	4	1	4	1	116
12	6	3	4	3	random	2	2	1	1	4	116
13	1	2	1	3	B	1	4	3	2	4	116
14	6	1	3	2	random	4	2	4	1	3	116
