	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	1	3	4	3	random	4	2	1	1	2	122
1	4	2	2	4	B	4	1	3	1	3	122
2	7	2	1	4	random	2	3	4	3	1	122
3	7	4	2	3	random	1	1	3	4	2	122
4	7	3	4	2	random	4	1	2	3	1	122
5	7	4	2	1	random	2	1	3	3	4	122
6	7	4	3	2	random	3	1	2	1	4	122
7	6	2	1	3	random	1	4	3	2	4	122
8	1	1	2	1	C	3	3	4	4	2	122
9	5	2	3	2	random	3	4	1	4	1	122
10	3	2	4	1	random	4	1	3	2	3	122
11	6	2	1	4	random	3	3	4	1	2	122
12	1	3	3	2	A	2	4	1	4	1	122
13	7	3	1	3	random	1	4	2	2	4	122
14	7	1	2	1	random	3	3	4	2	4	122
