	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	0	1							loss	0		149	[1]	[4, 2, 1, 3, 2, 1, 3, 4]	random					119			0		
1	1	1	416.0	414.0	496.0	494.0	560.0	557.0	loss	3487	650.0	650	[2, 4, 1, 3, 1, 3, 2, 4]	[2, 4, 1, 3, 1, 3, 2, 4]	random	448.0	446.0	496.0	494.0	119	511.0	510.0	0	560.0	558.0
2	1	1	320.0	318.0	336.0	334.0	352.0	350.0	loss	2704	365.0	365	[4, 1, 2, 3, 4, 1, 2, 3]	[4, 1, 2, 3, 4, 1, 2, 3]	random	400.0	398.0	400.0	398.0	119	432.0	430.0	0	464.0	462.0
3	1	1	336.0	334.0	384.0	382.0	336.0	334.0	loss	2864	399.0	399	[4, 1, 3, 2, 1, 2, 3, 4]	[4, 1, 3, 2, 1, 2, 3, 4]	random	336.0	334.0	400.0	398.0	119	656.0	654.0	0	416.0	414.0
4	1	1	432.0	430.0	368.0	366.0	368.0	366.0	loss	2735	623.0	623	[2, 4, 1, 3, 4, 2, 1, 3]	[2, 4, 1, 3, 4, 2, 1, 3]	random	368.0	366.0	368.0	366.0	119	368.0	366.0	0	463.0	462.0
5	1	1	352.0	350.0	464.0	462.0	336.0	334.0	loss	2864	382.0	382	[1, 4, 3, 2, 4, 1, 2, 3]	[1, 4, 3, 2, 4, 1, 2, 3]	random	496.0	494.0	384.0	382.0	119	400.0	398.0	0	432.0	430.0
6	1	1	416.0	414.0	512.0	510.0	304.0	302.0	loss	2833	543.0	543	[3, 2, 4, 1, 4, 2, 3, 1]	[3, 2, 4, 1, 4, 2, 3, 1]	random	352.0	350.0	464.0	462.0	119	449.0	447.0	0	336.0	334.0
7	1	1	352.0	350.0	288.0	286.0	304.0	302.0	loss	2399	303.0	303	[3, 1, 4, 2, 3, 1, 4, 2]	[3, 1, 4, 2, 3, 1, 4, 2]	random	336.0	334.0	384.0	382.0	119	352.0	350.0	0	383.0	381.0
8	1	1	400.0	398.0	448.0	446.0	400.0	398.0	loss	3008	381.0	381	[4, 2, 1, 3, 2, 4, 1, 3]	[4, 2, 1, 3, 2, 4, 1, 3]	random	480.0	478.0	384.0	382.0	119	416.0	414.0	0	480.0	478.0
9	1	1	624.0	622.0	464.0	462.0	432.0	430.0	loss	3089	447.0	447	[2, 3, 4, 1, 3, 4, 1, 2]	[2, 3, 4, 1, 3, 4, 1, 2]	random	433.0	431.0	432.0	430.0	119	368.0	366.0	0	336.0	334.0
10	1	1	352.0	350.0	336.0	334.0	368.0	366.0	loss	2815	367.0	367	[1, 2, 4, 3, 2, 1, 4, 3]	[1, 2, 4, 3, 2, 1, 4, 3]	random	416.0	414.0	352.0	350.0	119	528.0	526.0	0	463.0	462.0
11	1	1	448.0	446.0	320.0	318.0	320.0	318.0	loss	2272	446.0	446	[3, 2, 1, 4, 3, 2, 1, 4]	[3, 2, 1, 4, 3, 2, 1, 4]	random	256.0	254.0	304.0	302.0	119	304.0	302.0	0	320.0	318.0
12	1	1	368.0	366.0	512.0	510.0	304.0	302.0	loss	2752	366.0	366	[1, 4, 3, 2, 3, 2, 1, 4]	[1, 4, 3, 2, 3, 2, 1, 4]	random	496.0	494.0	400.0	398.0	119	368.0	366.0	0	304.0	302.0
13	1	1	464.0	462.0	304.0	302.0	400.0	398.0	loss	2815	382.0	382	[1, 3, 4, 2, 3, 1, 2, 4]	[1, 3, 4, 2, 3, 1, 2, 4]	random	368.0	366.0	416.0	414.0	119	368.0	366.0	0	495.0	494.0
14	1	1	416.0	414.0	512.0	510.0	512.0	510.0	loss	2960	669.0	669	[2, 4, 3, 1, 4, 3, 2, 1]	[2, 4, 3, 1, 4, 3, 2, 1]	random	336.0	334.0	416.0	414.0	119	352.0	350.0	0	416.0	414.0
15	1	1	336.0	334.0	496.0	494.0	384.0	382.0	loss	2864	461.0	461	[3, 2, 1, 4, 1, 4, 2, 3]	[3, 2, 1, 4, 1, 4, 2, 3]	random	512.0	510.0	416.0	414.0	119	320.0	318.0	0	400.0	398.0
16	1	1	384.0	382.0	560.0	558.0	401.0	399.0	loss	2673	382.0	382	[4, 2, 3, 1, 3, 2, 1, 4]	[4, 2, 3, 1, 3, 2, 1, 4]	random	384.0	382.0	352.0	350.0	119	288.0	286.0	0	304.0	302.0
17	1	1	480.0	478.0	304.0	302.0	256.0	254.0	loss	2848	445.0	445	[1, 4, 3, 2, 1, 3, 4, 2]	[1, 4, 3, 2, 1, 3, 4, 2]	random	400.0	398.0	512.0	510.0	119	416.0	414.0	0	480.0	478.0
18	1	1	416.0	414.0	384.0	382.0	384.0	382.0	loss	2800	397.0	397	[3, 2, 4, 1, 2, 1, 4, 3]	[3, 2, 4, 1, 2, 1, 4, 3]	random	464.0	462.0	448.0	446.0	119	400.0	398.0	0	304.0	302.0
19	0	1			384.0	381.0	448.0	446.0	loss	1872	509.0	509	[2, 3, 1, 4, 3, 2]	[2, 3, 1, 4, 3, 1, 4, 2]	random				302.0	119	416.0	414.0	0	320.0	318.0
20	1	1	464.0	462.0	416.0	414.0	416.0	414.0	loss	3200	379.0	379	[2, 1, 3, 4, 1, 4, 2, 3]	[2, 1, 3, 4, 1, 4, 2, 3]	random	496.0	494.0	608.0	606.0	119	400.0	398.0	0	400.0	398.0
21	0	1							loss	0		398	[4]	[3, 1, 2, 4, 1, 3, 2, 4]	random					119			0		
22	1	1	368.0	366.0	512.0	510.0	336.0	334.0	loss	2959	425.0	425	[1, 4, 2, 3, 1, 2, 4, 3]	[1, 4, 2, 3, 1, 2, 4, 3]	random	464.0	462.0	480.0	478.0	119	368.0	366.0	0	431.0	429.0
23	1	1	400.0	398.0	400.0	398.0	336.0	334.0	loss	3025	397.0	397	[4, 1, 3, 2, 4, 1, 3, 2]	[4, 1, 3, 2, 4, 1, 3, 2]	random	432.0	430.0	624.0	622.0	119	416.0	414.0	0	417.0	415.0
24	1	1	512.0	510.0	288.0	286.0	320.0	318.0	loss	2880	478.0	478	[1, 4, 2, 3, 2, 4, 3, 1]	[1, 4, 2, 3, 2, 4, 3, 1]	random	464.0	462.0	528.0	526.0	119	320.0	318.0	0	448.0	446.0
