	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	reward	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	1	1	431.0	431.0	351.0	351.0	416.0	416.0	loss	3747	2911	577.0	577	[2, 1, 4, 2, 3, 1, 4, 3]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C	416.0	416.0	481.0	480.0	104	400.0	400.0	0	416.0	416.0
1	1	1	512.0	511.0	417.0	415.0	496.0	495.0	loss	3747	2959	534.0	534	[3, 2, 4, 1, 2, 4, 3, 1]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A	352.0	351.0	415.0	415.0	104	399.0	399.0	0	368.0	368.0
2	1	1	416.0	416.0	464.0	463.0	367.0	367.0	loss	3747	3040	563.0	563	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	433.0	432.0	576.0	575.0	104	337.0	336.0	0	447.0	447.0
3	1	1	352.0	351.0	609.0	607.0	336.0	335.0	loss	3747	2960	582.0	582	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	383.0	383.0	432.0	432.0	104	432.0	431.0	0	416.0	415.0
4	1	1	656.0	655.0	432.0	431.0	367.0	367.0	loss	3747	3023	629.0	629	[3, 2, 4, 1, 2, 4, 3, 1]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A	335.0	335.0	401.0	400.0	104	385.0	384.0	0	447.0	447.0
5	1	1	447.0	447.0	384.0	383.0	320.0	319.0	loss	3747	2911	578.0	578	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	448.0	447.0	449.0	448.0	104	448.0	447.0	0	415.0	415.0
6	1	1	385.0	384.0	433.0	432.0	319.0	319.0	loss	3747	2816	611.0	611	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	384.0	383.0	559.0	559.0	104	369.0	368.0	0	367.0	367.0
7	1	1	545.0	544.0	383.0	383.0	385.0	383.0	loss	3747	2848	593.0	593	[3, 2, 4, 1, 2, 4, 3, 1]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A	368.0	367.0	352.0	351.0	104	384.0	383.0	0	431.0	431.0
8	1	1	352.0	351.0	432.0	431.0	336.0	335.0	loss	3747	2847	545.0	545	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	448.0	447.0	416.0	415.0	104	416.0	415.0	0	447.0	447.0
9	1	1	464.0	464.0	415.0	415.0	369.0	368.0	loss	3747	2800	658.0	658	[3, 2, 4, 1, 2, 4, 3, 1]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A	353.0	352.0	400.0	399.0	104	384.0	383.0	0	415.0	415.0
