	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	3	2	2	4	A	4	1	3	1	3	105
1	4	2	1	3	C	1	4	3	2	4	105
2	7	3	1	2	random	3	2	4	4	1	105
3	7	1	3	2	random	4	4	2	3	1	105
4	6	4	3	4	random	2	2	1	1	3	105
5	3	1	2	4	random	2	4	3	1	3	105
6	6	3	4	1	random	3	2	1	2	4	105
7	5	4	1	4	random	2	2	3	3	1	105
8	6	4	2	4	random	2	3	1	3	1	105
9	2	1	2	1	B	3	3	4	4	2	105
10	3	1	2	4	random	1	4	3	2	3	105
11	3	3	2	1	random	2	1	4	3	4	105
12	3	1	2	4	random	1	3	4	2	3	105
13	4	2	4	2	random	3	3	1	4	1	105
14	2	4	1	2	random	1	3	2	3	4	105
