	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	4	3	1	2	random	4	4	2	1	3	130
1	4	3	1	3	random	2	4	2	4	1	130
2	6	1	2	3	random	1	3	4	2	4	130
3	6	3	1	2	random	1	4	2	3	4	130
4	5	4	2	3	random	1	3	1	2	4	130
5	7	2	4	3	random	4	3	1	1	2	130
6	1	1	2	1	C	3	3	4	4	2	130
7	5	3	4	3	random	1	2	1	4	2	130
8	5	2	1	4	random	3	3	4	2	1	130
9	5	2	2	4	B	4	1	3	1	3	130
10	5	4	3	2	random	3	2	1	4	1	130
11	5	3	3	2	A	2	4	1	4	1	130
12	6	1	2	4	random	3	4	3	1	2	130
13	7	4	3	4	random	1	2	1	3	2	130
14	7	1	4	1	random	4	2	3	2	3	130
