	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	7	4	2	1	random	4	3	1	3	2	109
1	6	3	2	3	random	4	4	1	1	2	109
2	6	2	3	4	random	1	1	4	3	2	109
3	3	1	3	2	random	3	4	2	1	4	109
4	6	2	4	3	random	2	3	1	4	1	109
5	2	2	1	3	C	1	4	3	2	4	109
6	5	1	2	1	B	3	3	4	4	2	109
7	2	4	1	3	random	4	2	3	1	2	109
8	1	2	2	4	A	4	1	3	1	3	109
9	6	2	4	1	random	2	1	3	3	4	109
10	6	1	4	3	random	2	2	3	4	1	109
11	3	1	4	2	random	3	2	3	1	4	109
12	6	2	4	1	random	4	1	3	2	3	109
13	1	4	1	3	random	1	2	3	2	4	109
14	2	3	1	4	random	2	2	4	1	3	109
