	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	6	4	1	3	random	1	3	2	4	2	117
1	7	1	2	4	random	3	4	3	2	1	117
2	3	3	2	4	random	3	1	4	2	1	117
3	7	2	1	4	random	3	4	3	2	1	117
4	7	4	2	4	random	2	1	3	1	3	117
5	7	1	2	3	random	2	4	3	1	4	117
6	7	4	2	1	random	4	1	3	3	2	117
7	6	1	2	1	random	2	3	4	3	4	117
8	7	1	3	1	random	4	2	4	3	2	117
9	7	3	2	4	random	1	4	1	2	3	117
10	7	4	3	1	random	3	2	1	4	2	117
11	6	2	2	4	A	4	1	3	1	3	117
12	1	2	1	3	C	1	4	3	2	4	117
13	1	1	2	1	B	3	3	4	4	2	117
14	5	3	2	1	random	4	4	1	3	2	117
