	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	2	3	3	2	C	2	4	1	4	1	112
1	5	1	3	2	random	3	4	2	1	4	112
2	3	3	1	2	random	4	2	4	1	3	112
3	4	4	1	3	random	2	3	2	4	1	112
4	3	4	3	4	random	3	1	2	2	1	112
5	3	2	4	1	random	3	3	1	2	4	112
6	4	1	3	2	random	3	4	2	4	1	112
7	4	1	2	1	random	2	3	4	4	3	112
8	4	2	1	3	B	1	4	3	2	4	112
9	4	1	2	1	A	3	3	4	4	2	112
10	4	1	4	2	random	4	2	3	1	3	112
11	2	4	2	1	random	2	3	1	3	4	112
12	3	4	3	1	random	3	1	2	2	4	112
13	3	3	2	4	random	3	1	4	1	2	112
14	5	2	4	2	random	1	3	1	3	4	112
