	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	1	3	3	2	A	2	4	1	4	1	110
1	7	3	4	3	random	4	1	2	1	2	110
2	7	4	3	2	random	3	2	1	1	4	110
3	4	2	2	4	B	4	1	3	1	3	110
4	4	3	1	2	random	4	4	2	3	1	110
5	4	1	3	1	random	3	4	2	2	4	110
6	1	1	2	1	C	3	3	4	4	2	110
7	4	2	4	3	random	4	1	3	2	1	110
8	2	4	3	2	random	3	1	2	4	1	110
9	3	2	1	3	random	4	3	4	1	2	110
10	4	3	4	2	random	3	1	2	1	4	110
11	4	3	4	2	random	1	2	1	4	3	110
12	4	3	1	3	random	1	2	4	2	4	110
13	5	4	1	4	random	2	2	3	1	3	110
14	7	2	4	2	random	1	3	1	3	4	110
