	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	reward	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	1	1	432.0	430.0	336.0	334.0	368.0	366.0	loss	3313	2656	411.0	411	[3, 2, 4, 1, 2, 4, 3, 1]	30	[3, 2, 4, 1, 2, 4, 3, 1]	C	368.0	366.0	400.0	398.0	122	368.0	366.0	0	384.0	382.0
1	1	1	400.0	398.0	352.0	350.0	368.0	366.0	loss	3313	2624	445.0	445	[3, 2, 4, 1, 2, 4, 3, 1]	30	[3, 2, 4, 1, 2, 4, 3, 1]	C	336.0	334.0	352.0	350.0	122	336.0	334.0	0	480.0	478.0
2	1	1	384.0	382.0	352.0	350.0	384.0	382.0	loss	3313	2480	512.0	512	[4, 3, 1, 4, 2, 3, 1, 2]	10	[4, 3, 1, 4, 2, 3, 1, 2]	B	352.0	350.0	304.0	302.0	122	384.0	382.0	0	320.0	318.0
3	1	1	416.0	414.0	304.0	302.0	368.0	366.0	loss	3313	2608	480.0	480	[3, 2, 4, 1, 2, 4, 3, 1]	30	[3, 2, 4, 1, 2, 4, 3, 1]	C	400.0	398.0	352.0	350.0	122	400.0	398.0	0	368.0	366.0
4	0	1	432.0	430.0	384.0	382.0	384.0	382.0	loss	3313	2768	583.0	583	[4, 3, 1, 4, 2, 3, 1, 2]	10	[4, 3, 1, 4, 2, 3, 1, 2]	B	368.0	366.0	336.0	334.0	122	432.0	430.0	1	432.0	430.0
5	1	1	496.0	494.0	304.0	302.0	288.0	286.0	loss	3313	2384	448.0	448	[2, 1, 4, 2, 3, 1, 4, 3]	5	[2, 1, 4, 2, 3, 1, 4, 3]	A	336.0	334.0	288.0	286.0	122	336.0	334.0	0	336.0	334.0
6	1	1	336.0	334.0	288.0	286.0	272.0	270.0	loss	3313	2240	366.0	366	[3, 2, 4, 1, 2, 4, 3, 1]	30	[3, 2, 4, 1, 2, 4, 3, 1]	C	416.0	414.0	320.0	318.0	122	320.0	318.0	0	288.0	286.0
7	1	1	272.0	270.0	416.0	414.0	448.0	446.0	loss	3313	2513	415.0	415	[2, 1, 4, 2, 3, 1, 4, 3]	5	[2, 1, 4, 2, 3, 1, 4, 3]	A	337.0	335.0	336.0	334.0	122	320.0	318.0	0	384.0	382.0
8	1	1	336.0	334.0	304.0	302.0	432.0	430.0	loss	3313	2399	447.0	447	[2, 1, 4, 2, 3, 1, 4, 3]	5	[2, 1, 4, 2, 3, 1, 4, 3]	A	368.0	366.0	336.0	334.0	122	271.0	270.0	0	352.0	350.0
9	1	1	384.0	382.0	352.0	350.0	288.0	286.0	loss	3313	2320	398.0	398	[2, 1, 4, 2, 3, 1, 4, 3]	5	[2, 1, 4, 2, 3, 1, 4, 3]	A	336.0	334.0	304.0	302.0	122	304.0	302.0	0	352.0	350.0
