	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	5	1	2	1	B	3	3	4	4	2	117
1	7	4	3	4	random	1	2	1	3	2	117
2	6	1	2	3	random	4	3	4	2	1	117
3	7	4	1	4	random	3	2	3	1	2	117
4	6	4	2	1	random	4	1	3	3	2	117
5	1	2	1	3	C	1	4	3	2	4	117
6	6	4	2	1	random	4	1	3	2	3	117
7	7	3	2	4	random	3	4	1	1	2	117
8	5	4	2	3	random	4	1	3	2	1	117
9	7	4	2	4	random	3	1	3	2	1	117
10	6	2	2	4	A	4	1	3	1	3	117
11	7	1	3	1	random	4	4	2	2	3	117
12	6	1	2	3	random	4	3	4	2	1	117
13	5	1	2	4	random	1	4	3	2	3	117
14	6	1	4	3	random	4	2	3	2	1	117
