	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	1	4	2	1	random	2	3	1	4	3	123
1	5	1	4	2	random	4	3	2	1	3	123
2	4	1	3	1	random	3	2	4	2	4	123
3	1	2	1	3	A	1	4	3	2	4	123
4	3	1	2	1	random	4	4	3	2	3	123
5	4	3	2	1	random	3	1	4	4	2	123
6	4	4	1	3	random	4	3	2	1	2	123
7	1	3	3	2	B	2	4	1	4	1	123
8	4	1	2	1	random	2	4	3	3	4	123
9	6	4	3	1	random	2	1	2	4	3	123
10	4	4	3	2	random	4	1	2	3	1	123
11	2	1	2	1	random	2	4	3	4	3	123
12	3	4	3	4	random	2	1	2	3	1	123
13	1	2	2	4	C	4	1	3	1	3	123
14	6	4	1	3	random	2	3	2	1	4	123
