	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	4	1	2	3	random	1	4	3	2	4	108
1	7	2	3	1	random	3	1	4	4	2	108
2	1	2	1	3	B	1	4	3	2	4	108
3	6	3	4	2	random	3	1	2	4	1	108
4	4	2	3	4	random	1	1	4	3	2	108
5	5	4	2	3	random	1	1	3	2	4	108
6	7	1	3	2	random	4	2	4	1	3	108
7	3	1	2	3	random	4	4	3	1	2	108
8	1	3	3	2	C	2	4	1	4	1	108
9	2	1	2	1	A	3	3	4	4	2	108
10	5	3	1	3	random	2	2	4	4	1	108
11	5	4	3	4	random	2	2	1	3	1	108
12	5	1	2	3	random	4	4	3	1	2	108
13	6	2	1	3	random	4	4	3	2	1	108
14	4	2	3	2	random	1	1	4	3	4	108
