	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	7	4	3	4	random	3	1	2	1	2	128
1	5	3	4	3	random	2	2	1	1	4	128
2	6	3	2	4	random	3	4	1	1	2	128
3	7	1	3	4	random	3	4	2	2	1	128
4	5	4	1	4	random	1	3	2	2	3	128
5	6	3	1	2	random	3	2	4	1	4	128
6	4	2	3	2	random	1	4	1	4	3	128
7	6	2	4	3	random	1	1	3	4	2	128
8	5	1	2	4	random	1	4	3	2	3	128
9	4	1	2	1	A	3	3	4	4	2	128
10	4	3	3	2	C	2	4	1	4	1	128
11	4	2	1	3	B	1	4	3	2	4	128
12	4	3	2	4	random	1	4	1	2	3	128
13	5	3	4	1	random	4	2	1	3	2	128
14	5	3	4	3	random	2	2	1	1	4	128
