	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	reward	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	1	1	401.0	400.0	368.0	367.0	304.0	303.0	loss	3682	2464.0	1057.0	1057.0	[2, 1, 4, 2, 3, 1, 4, 3]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C	335.0	335.0	369.0	368.0	112	319.0	319.0	0	368.0	368.0
1	1	1	399.0	399.0	480.0	479.0	367.0	367.0	loss	3682	2703.0	513.0	513.0	[2, 1, 4, 2, 3, 1, 4, 3]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C	353.0	352.0	416.0	415.0	112	353.0	352.0	0	335.0	335.0
2	1	1	447.0	447.0	367.0	367.0	497.0	496.0	loss	3682	2879.0	434.0	434.0	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	432.0	432.0	449.0	447.0	112	319.0	319.0	0	368.0	368.0
3	0	1			335.0	335.0	369.0	368.0	loss	3682	1696.0	354.0	354.0	[1, 4, 2, 3, 1, 4]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B				304.0	112	335.0	335.0	0	352.0	352.0
4	1	1	432.0	432.0	449.0	448.0	399.0	399.0	loss	3682	2928.0	628.0	628.0	[2, 1, 4, 2, 3, 1, 4, 3]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C	401.0	400.0	431.0	431.0	112	401.0	399.0	0	415.0	415.0
5	1	1	416.0	415.0	367.0	367.0	417.0	416.0	loss	3682	2959.0	624.0	624.0	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	432.0	431.0	480.0	479.0	112	496.0	495.0	0	351.0	351.0
6	1	1	479.0	479.0	384.0	383.0	368.0	368.0	loss	3682	2831.0	337.0	337.0	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	401.0	400.0	431.0	431.0	112	369.0	368.0	0	399.0	399.0
7	0	1	463.0	463.0	447.0	447.0	449.0	448.0	loss	3682	3103.0	673.0	673.0	[3, 2, 4, 1, 2, 4, 3, 1]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A	528.0	528.0	417.0	416.0	112	415.0	415.0	1	384.0	384.0
8	0	1				415.0	336.0	335.0	loss	3682	1503.0	419.0	419.0	[2, 1, 4, 2, 4]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C					112	336.0	335.0	0	415.0	415.0
9	1	1	352.0	351.0	400.0	399.0	351.0	351.0	loss	3682	2783.0	468.0	468.0	[3, 2, 4, 1, 2, 4, 3, 1]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A	528.0	527.0	384.0	383.0	112	432.0	432.0	0	336.0	336.0
