	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	3	1	3	1	random	4	2	4	2	3	124
1	1	4	1	3	random	4	3	2	1	2	124
2	3	1	3	4	random	3	2	4	1	2	124
3	6	2	1	2	random	3	4	3	1	4	124
4	5	3	4	2	random	1	2	1	3	4	124
5	4	3	1	4	random	3	4	2	1	2	124
6	6	3	2	3	random	1	4	1	2	4	124
7	2	2	1	4	random	1	4	3	3	2	124
8	6	2	1	4	random	2	3	4	1	3	124
9	2	4	3	2	random	1	1	2	4	3	124
10	5	2	3	4	random	2	4	1	3	1	124
11	2	2	1	3	B	1	4	3	2	4	124
12	1	1	2	1	A	3	3	4	4	2	124
13	4	4	3	2	random	1	2	1	3	4	124
14	2	3	3	2	C	2	4	1	4	1	124
