	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	4	4	2	1	random	2	1	3	3	4	121
1	4	1	2	1	random	4	3	4	2	3	121
2	1	2	2	4	A	4	1	3	1	3	121
3	5	1	2	4	random	2	3	4	3	1	121
4	6	4	2	3	random	4	3	1	1	2	121
5	6	2	4	3	random	1	1	3	4	2	121
6	1	2	1	3	C	1	4	3	2	4	121
7	7	3	2	3	random	2	1	4	4	1	121
8	7	4	1	3	random	1	2	3	4	2	121
9	7	3	2	1	random	2	1	4	3	4	121
10	7	1	2	1	B	3	3	4	4	2	121
11	3	4	1	3	random	1	3	2	4	2	121
12	5	3	2	1	random	2	1	4	3	4	121
13	3	4	3	4	random	1	2	1	2	3	121
14	6	1	2	1	random	4	4	3	2	3	121
