	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	4	2	2	4	B	4	1	3	1	3	126
1	3	1	2	3	random	4	4	3	2	1	126
2	1	3	2	4	random	1	4	1	2	3	126
3	4	2	1	4	random	1	4	3	3	2	126
4	2	2	3	4	random	3	1	4	2	1	126
5	7	3	1	3	random	1	4	2	4	2	126
6	4	4	3	2	random	3	1	2	1	4	126
7	7	4	3	4	random	1	2	1	3	2	126
8	5	3	2	4	random	2	4	1	1	3	126
9	5	4	1	4	random	3	3	2	1	2	126
10	2	3	3	2	A	2	4	1	4	1	126
11	7	3	2	4	random	1	4	1	3	2	126
12	4	2	4	1	random	2	1	3	3	4	126
13	4	3	2	3	random	4	1	4	2	1	126
14	1	1	2	1	C	3	3	4	4	2	126
