	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	0	1			560.0	560.0	432.0	432.0	loss	2048	411.0	411	[3, 2, 1, 4, 3, 2]	[3, 2, 1, 4, 3, 1, 2, 4]	random				287.0	110	368.0	367.0	0	400.0	400.0
1	0	1				432.0	416.0	416.0	loss	1616	448.0	448	[2, 4, 1, 3, 2]	[2, 4, 1, 3, 1, 4, 3, 2]	random					110	352.0	352.0	0	416.0	415.0
2	1	1	352.0	352.0	352.0	352.0	416.0	416.0	loss	3008	365.0	365	[4, 2, 1, 3, 4, 3, 2, 1]	[4, 2, 1, 3, 4, 3, 2, 1]	random	368.0	368.0	576.0	576.0	110	400.0	400.0	0	544.0	544.0
3	1	1	432.0	432.0	400.0	400.0	416.0	416.0	loss	2960	342.0	342	[1, 4, 2, 3, 4, 2, 1, 3]	[1, 4, 2, 3, 4, 2, 1, 3]	random	384.0	384.0	480.0	480.0	110	432.0	432.0	0	416.0	416.0
4	1	1	432.0	432.0	368.0	368.0	416.0	416.0	loss	2816	566.0	566	[3, 4, 1, 2, 3, 1, 4, 2]	[3, 4, 1, 2, 3, 1, 4, 2]	random	432.0	432.0	432.0	432.0	110	288.0	288.0	0	448.0	448.0
5	0	1			480.0	480.0	384.0	384.0	loss	2608	566.0	566	[3, 4, 1, 2, 1, 4, 4]	[3, 4, 1, 2, 1, 4, 3, 2]	random		528.0	480.0	480.0	110	352.0	352.0	0	384.0	384.0
6	1	1	784.0	784.0	352.0	352.0	496.0	496.0	loss	3536	445.0	445	[4, 1, 3, 2, 1, 2, 4, 3]	[4, 1, 3, 2, 1, 2, 4, 3]	random	432.0	432.0	512.0	512.0	110	576.0	576.0	0	384.0	384.0
7	1	1	432.0	432.0	384.0	384.0	384.0	383.0	loss	2720	454.0	454	[3, 4, 1, 2, 3, 1, 4, 2]	[3, 4, 1, 2, 3, 1, 4, 2]	random	416.0	416.0	384.0	384.0	110	304.0	304.0	0	416.0	416.0
8	0	1		400.0	352.0	352.0	400.0	400.0	loss	3008	406.0	406	[4, 1, 3, 2, 1, 2, 4, 2]	[4, 1, 3, 2, 1, 2, 4, 3]	random	448.0	448.0	464.0	464.0	110	560.0	560.0	0	384.0	384.0
9	0	1							loss	400	460.0	460	[2, 2]	[2, 1, 4, 3, 4, 3, 1, 2]	random					110			0		400.0
10	0	1			544.0	543.0	400.0	400.0	loss	2336	397.0	397	[1, 4, 3, 2, 3, 1]	[1, 4, 3, 2, 3, 2, 1, 4]	random				448.0	110	512.0	512.0	0	432.0	432.0
11	1	1	368.0	368.0	384.0	384.0	544.0	544.0	loss	3168	475.0	475	[1, 4, 2, 3, 4, 1, 3, 2]	[1, 4, 2, 3, 4, 1, 3, 2]	random	528.0	528.0	400.0	400.0	110	464.0	464.0	0	480.0	480.0
12	1	1	432.0	432.0	448.0	448.0	672.0	672.0	loss	3328	453.0	453	[2, 1, 4, 3, 1, 4, 2, 3]	[2, 1, 4, 3, 1, 4, 2, 3]	random	432.0	432.0	416.0	416.0	110	512.0	512.0	0	416.0	416.0
13	1	1	384.0	384.0	480.0	480.0	336.0	336.0	loss	3136	438.0	438	[2, 4, 3, 1, 4, 1, 3, 2]	[2, 4, 3, 1, 4, 1, 3, 2]	random	512.0	512.0	416.0	416.0	110	544.0	544.0	0	464.0	464.0
14	1	1	496.0	496.0	432.0	432.0	464.0	464.0	loss	2960	406.0	406	[3, 4, 1, 2, 3, 1, 4, 2]	[3, 4, 1, 2, 3, 1, 4, 2]	random	384.0	384.0	432.0	431.0	110	336.0	336.0	0	416.0	416.0
15	0	1				368.0	416.0	416.0	loss	1616	454.0	454	[3, 1, 2, 4, 1]	[3, 1, 2, 4, 2, 3, 4, 1]	random					110	448.0	448.0	0	384.0	384.0
16	1	1	416.0	416.0	480.0	480.0	480.0	480.0	loss	3200	477.0	477	[4, 1, 2, 3, 2, 3, 1, 4]	[4, 1, 2, 3, 2, 3, 1, 4]	random	480.0	480.0	496.0	495.0	110	416.0	416.0	0	432.0	432.0
17	1	1	448.0	448.0	480.0	480.0	400.0	400.0	loss	2944	389.0	389	[4, 1, 3, 2, 3, 4, 1, 2]	[4, 1, 3, 2, 3, 4, 1, 2]	random	336.0	336.0	384.0	384.0	110	512.0	512.0	0	384.0	384.0
18	0	1							loss	816	392.0	392	[4, 1, 4]	[4, 1, 3, 2, 3, 1, 2, 4]	random					110		463.0	0	352.0	352.0
19	1	1	400.0	399.0	352.0	351.0	400.0	400.0	loss	2848	351.0	351	[4, 1, 2, 3, 4, 2, 1, 3]	[4, 1, 2, 3, 4, 2, 1, 3]	random	416.0	416.0	464.0	463.0	110	432.0	432.0	0	384.0	383.0
20	1	1	352.0	351.0	432.0	432.0	336.0	336.0	loss	2720	406.0	406	[2, 3, 4, 1, 4, 2, 1, 3]	[2, 3, 4, 1, 4, 2, 1, 3]	random	432.0	431.0	384.0	384.0	110	336.0	336.0	0	448.0	447.0
21	1	1	576.0	575.0	464.0	464.0	336.0	336.0	loss	3152	437.0	437	[4, 2, 3, 1, 3, 1, 2, 4]	[4, 2, 3, 1, 3, 1, 2, 4]	random	560.0	560.0	464.0	464.0	110	352.0	352.0	0	400.0	399.0
22	0	1			480.0	480.0	384.0	384.0	loss	1952	425.0	425	[2, 4, 1, 3, 4, 1]	[2, 4, 1, 3, 4, 2, 3, 1]	random				319.0	110	336.0	335.0	0	432.0	431.0
23	1	1	384.0	384.0	416.0	415.0	336.0	336.0	loss	2768	401.0	401	[1, 2, 3, 4, 1, 4, 2, 3]	[1, 2, 3, 4, 1, 4, 2, 3]	random	400.0	399.0	464.0	464.0	110	368.0	368.0	0	400.0	399.0
24	0	1							loss	1136	438.0	438	[4, 3, 2]	[4, 3, 1, 2, 3, 4, 2, 1]	random					110		384.0	0	752.0	752.0
25	1	1	448.0	448.0	512.0	512.0	352.0	352.0	loss	2880	381.0	381	[2, 1, 3, 4, 1, 3, 4, 2]	[2, 1, 3, 4, 1, 3, 4, 2]	random	368.0	368.0	368.0	368.0	110	400.0	400.0	0	432.0	431.0
26	1	1	352.0	352.0	448.0	448.0	320.0	320.0	loss	2944	501.0	501	[3, 4, 2, 1, 2, 1, 3, 4]	[3, 4, 2, 1, 2, 1, 3, 4]	random	496.0	496.0	464.0	464.0	110	416.0	416.0	0	448.0	447.0
27	1	1	352.0	351.0	320.0	320.0	352.0	352.0	loss	2480	405.0	405	[4, 1, 2, 3, 4, 1, 2, 3]	[4, 1, 2, 3, 4, 1, 2, 3]	random	336.0	335.0	352.0	352.0	110	320.0	320.0	0	448.0	447.0
28	0	1							loss	0		501	[3]	[2, 1, 3, 4, 2, 1, 4, 3]	random					110			0		
29	1	1	336.0	335.0	320.0	320.0	384.0	384.0	loss	2944	412.0	412	[1, 3, 4, 2, 1, 4, 3, 2]	[1, 3, 4, 2, 1, 4, 3, 2]	random	608.0	608.0	480.0	480.0	110	336.0	335.0	0	480.0	480.0
