	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	7	2	4	1	random	2	1	3	4	3	114
1	7	1	2	4	random	1	4	3	3	2	114
2	7	3	4	3	random	2	1	2	1	4	114
3	3	4	1	4	random	1	2	3	3	2	114
4	6	1	2	1	random	2	4	3	4	3	114
5	1	3	2	4	random	2	4	1	3	1	114
6	6	1	3	1	random	3	2	4	2	4	114
7	1	1	4	1	random	3	2	3	4	2	114
8	6	1	3	4	random	1	2	4	3	2	114
9	1	2	2	4	B	4	1	3	1	3	114
10	6	2	1	3	random	1	3	4	4	2	114
11	1	1	2	1	C	3	3	4	4	2	114
12	5	4	3	4	random	1	1	2	2	3	114
13	2	3	3	2	A	2	4	1	4	1	114
14	5	4	1	3	random	4	2	3	2	1	114
