	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	1	3	4	3	random	1	2	1	4	2	124
1	1	1	4	2	random	4	2	3	1	3	124
2	1	1	2	4	random	3	4	3	2	1	124
3	1	1	2	4	random	1	3	4	2	3	124
4	7	4	1	2	random	3	3	2	1	4	124
5	7	3	3	2	C	2	4	1	4	1	124
6	3	2	3	1	random	2	4	1	4	3	124
7	1	1	3	4	random	1	4	2	2	3	124
8	5	1	4	2	random	3	3	2	1	4	124
9	7	1	4	2	random	1	2	3	3	4	124
10	4	1	4	3	random	2	3	2	1	4	124
11	7	3	1	4	random	1	2	4	3	2	124
12	5	1	2	1	A	3	3	4	4	2	124
13	2	2	1	3	B	1	4	3	2	4	124
14	7	1	2	1	random	4	3	4	2	3	124
