	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	reward	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	1	1	256.0	254.0	384.0	382.0	288.0	286.0	loss	3258	2400	330.0	330	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	400.0	398.0	320.0	318.0	124	400.0	398.0	0	352.0	350.0
1	1	1	352.0	350.0	336.0	334.0	304.0	302.0	loss	3258	2416	385.0	385	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	432.0	430.0	336.0	334.0	124	304.0	302.0	0	352.0	350.0
2	0	1			432.0	430.0	336.0	334.0	loss	3258	2224	399.0	399	[1, 4, 2, 3, 1, 3, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B		270.0	528.0	526.0	124	272.0	270.0	0	384.0	382.0
3	1	1	400.0	398.0	368.0	366.0	336.0	334.0	loss	3258	2592	547.0	547	[3, 2, 4, 1, 2, 4, 3, 1]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A	321.0	319.0	448.0	446.0	124	384.0	382.0	0	335.0	333.0
4	1	1	384.0	382.0	368.0	366.0	368.0	366.0	loss	3258	2656	543.0	543	[3, 2, 4, 1, 2, 4, 3, 1]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A	336.0	334.0	448.0	446.0	124	368.0	366.0	0	384.0	382.0
5	1	1	288.0	286.0	368.0	366.0	335.0	334.0	loss	3258	2495	446.0	446	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	384.0	382.0	384.0	382.0	124	336.0	334.0	0	400.0	398.0
6	1	1	320.0	318.0	320.0	318.0	464.0	462.0	loss	3258	2576	413.0	413	[2, 1, 4, 2, 3, 1, 4, 3]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C	400.0	398.0	288.0	286.0	124	400.0	398.0	0	384.0	382.0
7	1	1	352.0	350.0	320.0	318.0	336.0	334.0	loss	3258	2464	527.0	527	[3, 2, 4, 1, 2, 4, 3, 1]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A	304.0	302.0	416.0	415.0	124	368.0	366.0	0	368.0	366.0
8	1	1	272.0	270.0	352.0	350.0	320.0	318.0	loss	3258	2465	432.0	432	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	384.0	382.0	369.0	367.0	124	336.0	334.0	0	432.0	430.0
9	0	1	496.0	495.0	400.0	398.0	448.0	446.0	loss	3258	2880	542.0	542	[2, 1, 4, 2, 3, 1, 4, 3]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C	416.0	414.0	336.0	334.0	124	400.0	398.0	1	384.0	382.0
10	1	1	304.0	302.0	416.0	414.0	288.0	286.0	loss	3258	2448	495.0	495	[3, 2, 4, 1, 2, 4, 3, 1]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A	256.0	254.0	432.0	430.0	124	352.0	350.0	0	400.0	398.0
11	1	1	320.0	318.0	400.0	398.0	320.0	318.0	loss	3258	2496	478.0	478	[3, 2, 4, 1, 2, 4, 3, 1]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A	288.0	286.0	480.0	478.0	124	336.0	334.0	0	352.0	350.0
12	0	1		366.0	256.0	254.0	400.0	398.0	loss	3258	2256	477.0	477	[2, 1, 4, 2, 3, 1, 4, 2]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C	288.0	286.0	240.0	238.0	124	368.0	366.0	0	336.0	334.0
13	1	1	320.0	318.0	384.0	382.0	304.0	302.0	loss	3258	2256	433.0	433	[3, 2, 4, 1, 2, 4, 3, 1]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A	256.0	254.0	368.0	366.0	124	304.0	302.0	0	320.0	318.0
