	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	3	4	3	1	random	3	1	2	4	2	112
1	6	3	4	1	random	4	2	1	2	3	112
2	5	2	4	3	random	4	3	1	1	2	112
3	3	1	2	1	A	3	3	4	4	2	112
4	4	2	1	3	B	1	4	3	2	4	112
5	5	1	2	4	random	2	3	4	3	1	112
6	3	1	2	3	random	2	3	4	4	1	112
7	3	4	2	4	random	2	3	1	3	1	112
8	3	2	3	1	random	3	1	4	2	4	112
9	3	1	2	4	random	2	4	3	1	3	112
10	3	4	1	3	random	1	3	2	2	4	112
11	3	3	3	2	C	2	4	1	4	1	112
12	5	3	4	2	random	3	2	1	1	4	112
13	3	2	1	4	random	1	4	3	2	3	112
14	3	2	4	2	random	4	3	1	1	3	112
