	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	4	2	3	4	random	1	1	4	3	2	101
1	3	3	2	4	random	3	1	4	2	1	101
2	6	2	2	4	A	4	1	3	1	3	101
3	4	3	4	1	random	3	1	2	4	2	101
4	1	4	1	4	random	3	3	2	1	2	101
5	6	1	3	1	random	3	4	2	2	4	101
6	3	2	4	3	random	1	3	1	4	2	101
7	6	4	2	1	random	3	1	3	2	4	101
8	1	4	1	2	random	4	2	3	1	3	101
9	1	2	1	3	C	1	4	3	2	4	101
10	2	2	4	1	random	4	1	3	3	2	101
11	4	3	1	3	random	2	2	4	1	4	101
12	7	2	3	1	random	2	1	4	4	3	101
13	1	4	2	3	random	1	1	3	2	4	101
14	2	1	2	1	B	3	3	4	4	2	101
