	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	2	4	1	2	random	4	3	2	1	3	131
1	1	3	2	1	random	2	4	1	3	4	131
2	3	2	1	2	random	1	4	3	3	4	131
3	7	2	3	1	random	4	1	4	2	3	131
4	2	2	3	1	random	4	1	4	2	3	131
5	3	2	2	4	C	4	1	3	1	3	131
6	2	2	3	2	random	3	4	1	4	1	131
7	2	4	2	3	random	2	3	1	4	1	131
8	7	4	2	1	random	4	1	3	2	3	131
9	3	2	3	2	random	4	4	1	1	3	131
10	2	3	3	2	B	2	4	1	4	1	131
11	7	4	1	2	random	1	3	2	3	4	131
12	3	2	1	3	A	1	4	3	2	4	131
13	7	3	4	3	random	1	2	1	2	4	131
14	7	1	2	1	random	4	3	4	3	2	131
