	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	1	1	400.0	398.0	368.0	366.0	368.0	366.0	loss	2880	773.0	773	[3, 4, 1, 2, 3, 2, 4, 1]	[3, 4, 1, 2, 3, 2, 4, 1]	random	448.0	446.0	528.0	526.0	122	368.0	366.0	0	400.0	398.0
1	1	1	384.0	382.0	528.0	526.0	400.0	398.0	loss	3249	365.0	365	[1, 3, 2, 4, 3, 2, 1, 4]	[1, 3, 2, 4, 3, 2, 1, 4]	random	416.0	414.0	417.0	415.0	122	480.0	478.0	0	624.0	622.0
2	1	1	368.0	366.0	384.0	382.0	352.0	350.0	loss	2736	351.0	351	[4, 1, 2, 3, 4, 3, 2, 1]	[4, 1, 2, 3, 4, 3, 2, 1]	random	352.0	350.0	544.0	542.0	122	384.0	382.0	0	352.0	350.0
3	0	1							loss	0		463	[3]	[2, 4, 3, 1, 2, 3, 1, 4]	random					122			0		
4	1	1	416.0	414.0	464.0	462.0	528.0	526.0	loss	3456	443.0	443	[1, 3, 4, 2, 1, 4, 2, 3]	[1, 3, 4, 2, 1, 4, 2, 3]	random	480.0	478.0	416.0	414.0	122	480.0	478.0	0	672.0	670.0
5	1	1	416.0	414.0	480.0	478.0	560.0	558.0	loss	3200	397.0	397	[1, 2, 4, 3, 1, 2, 3, 4]	[1, 2, 4, 3, 1, 2, 3, 4]	random	416.0	414.0	416.0	414.0	122	432.0	430.0	0	480.0	478.0
6	1	1	544.0	542.0	480.0	478.0	368.0	366.0	loss	3008	495.0	495	[4, 1, 3, 2, 3, 1, 4, 2]	[4, 1, 3, 2, 3, 1, 4, 2]	random	336.0	335.0	464.0	462.0	122	432.0	430.0	0	384.0	382.0
7	0	1				94.0	384.0	382.0	loss	1296	622.0	622	[3, 2, 4, 1, 1]	[3, 2, 4, 1, 2, 3, 4, 1]	random					122	416.0	414.0	0	400.0	398.0
8	1	1	704.0	702.0	368.0	366.0	448.0	446.0	loss	3169	539.0	539	[2, 4, 1, 3, 2, 4, 1, 3]	[2, 4, 1, 3, 2, 4, 1, 3]	random	384.0	382.0	480.0	478.0	122	385.0	383.0	0	400.0	398.0
9	1	1	480.0	478.0	560.0	558.0	480.0	478.0	loss	3135	495.0	495	[3, 2, 4, 1, 2, 4, 1, 3]	[3, 2, 4, 1, 2, 4, 1, 3]	random	415.0	414.0	432.0	430.0	122	400.0	398.0	0	368.0	366.0
10	1	1	352.0	350.0	400.0	398.0	432.0	430.0	loss	2992	430.0	430	[4, 2, 1, 3, 1, 2, 3, 4]	[4, 2, 1, 3, 1, 2, 3, 4]	random	400.0	398.0	480.0	478.0	122	416.0	414.0	0	512.0	510.0
11	1	1	384.0	382.0	657.0	655.0	368.0	366.0	loss	3073	414.0	414	[1, 2, 3, 4, 2, 3, 4, 1]	[1, 2, 3, 4, 2, 3, 4, 1]	random	400.0	398.0	464.0	462.0	122	352.0	350.0	0	448.0	446.0
12	1	1	464.0	462.0	511.0	510.0	432.0	429.0	loss	3231	527.0	527	[3, 1, 2, 4, 3, 1, 4, 2]	[3, 1, 2, 4, 3, 1, 4, 2]	random	432.0	430.0	496.0	494.0	122	480.0	478.0	0	416.0	414.0
13	0	1				334.0	448.0	446.0	loss	1632	428.0	428	[4, 3, 2, 1, 1]	[4, 3, 2, 1, 2, 1, 4, 3]	random					122	416.0	414.0	0	432.0	430.0
14	1	1	513.0	511.0	464.0	462.0	432.0	430.0	loss	3089	457.0	457	[2, 1, 4, 3, 1, 2, 4, 3]	[2, 1, 4, 3, 1, 2, 4, 3]	random	400.0	398.0	448.0	446.0	122	384.0	382.0	0	448.0	446.0
15	1	1	384.0	382.0	512.0	510.0	463.0	462.0	loss	3103	399.0	399	[1, 4, 2, 3, 2, 4, 3, 1]	[1, 4, 2, 3, 2, 4, 3, 1]	random	512.0	510.0	432.0	430.0	122	432.0	429.0	0	368.0	366.0
16	0	1			416.0	414.0	416.0	414.0	loss	2480	350.0	350	[4, 2, 1, 3, 4, 1, 4]	[4, 2, 1, 3, 4, 1, 3, 2]	random		382.0	352.0	350.0	122	432.0	430.0	0	480.0	478.0
17	1	1	481.0	479.0	432.0	430.0	432.0	430.0	loss	3265	522.0	522	[3, 2, 1, 4, 2, 1, 3, 4]	[3, 2, 1, 4, 2, 1, 3, 4]	random	528.0	526.0	400.0	398.0	122	544.0	542.0	0	448.0	446.0
18	1	1	528.0	526.0	592.0	590.0	352.0	350.0	loss	3344	413.0	413	[4, 3, 2, 1, 3, 4, 1, 2]	[4, 3, 2, 1, 3, 4, 1, 2]	random	432.0	430.0	496.0	494.0	122	400.0	398.0	0	544.0	542.0
19	1	1	448.0	446.0	416.0	414.0	400.0	398.0	loss	2832	574.0	574	[3, 1, 4, 2, 4, 1, 2, 3]	[3, 1, 4, 2, 4, 1, 2, 3]	random	368.0	366.0	400.0	398.0	122	336.0	334.0	0	464.0	462.0
20	1	1	448.0	447.0	512.0	510.0	528.0	526.0	loss	3216	398.0	398	[1, 2, 4, 3, 2, 1, 3, 4]	[1, 2, 4, 3, 2, 1, 3, 4]	random	544.0	542.0	416.0	414.0	122	416.0	414.0	0	352.0	350.0
21	1	1	416.0	414.0	416.0	414.0	400.0	398.0	loss	3072	381.0	381	[4, 1, 3, 2, 4, 2, 3, 1]	[4, 1, 3, 2, 4, 2, 3, 1]	random	448.0	446.0	464.0	462.0	122	544.0	542.0	0	384.0	382.0
22	0	1						446.0	loss	1200	526.0	526	[2, 4, 1, 4]	[2, 4, 1, 3, 2, 1, 4, 3]	random					122	352.0	350.0	0	400.0	398.0
23	1	1	400.0	399.0	400.0	398.0	608.0	606.0	loss	3312	425.0	425	[1, 3, 4, 2, 4, 1, 2, 3]	[1, 3, 4, 2, 4, 1, 2, 3]	random	496.0	494.0	496.0	494.0	122	416.0	414.0	0	496.0	494.0
24	1	1	512.0	510.0	416.0	414.0	384.0	382.0	loss	3232	364.0	364	[1, 4, 3, 2, 1, 3, 4, 2]	[1, 4, 3, 2, 1, 3, 4, 2]	random	416.0	414.0	592.0	590.0	122	560.0	558.0	0	352.0	350.0
25	1	1	432.0	430.0	464.0	462.0	384.0	382.0	loss	3040	477.0	477	[2, 4, 3, 1, 3, 2, 4, 1]	[2, 4, 3, 1, 3, 2, 4, 1]	random	400.0	398.0	496.0	494.0	122	464.0	462.0	0	400.0	398.0
26	1	1	480.0	478.0	527.0	526.0	400.0	398.0	loss	3071	606.0	606	[2, 4, 3, 1, 3, 4, 1, 2]	[2, 4, 3, 1, 3, 4, 1, 2]	random	384.0	382.0	400.0	398.0	122	512.0	510.0	0	368.0	366.0
27	1	1	400.0	398.0	544.0	542.0	368.0	366.0	loss	2865	349.0	349	[1, 2, 3, 4, 2, 3, 1, 4]	[1, 2, 3, 4, 2, 3, 1, 4]	random	400.0	398.0	432.0	430.0	122	336.0	334.0	0	385.0	383.0
28	1	1	416.0	414.0	384.0	382.0	336.0	334.0	loss	2720	590.0	590	[3, 4, 1, 2, 3, 4, 2, 1]	[3, 4, 1, 2, 3, 4, 2, 1]	random	496.0	494.0	368.0	366.0	122	320.0	318.0	0	400.0	398.0
29	1	1	528.0	526.0	416.0	414.0	399.0	397.0	loss	3487	477.0	477	[4, 3, 1, 2, 4, 1, 3, 2]	[4, 3, 1, 2, 4, 1, 3, 2]	random	656.0	654.0	624.0	622.0	122	512.0	510.0	0	352.0	350.0
30	1	1	416.0	414.0	400.0	398.0	369.0	367.0	loss	3153	397.0	397	[4, 3, 1, 2, 3, 2, 4, 1]	[4, 3, 1, 2, 3, 2, 4, 1]	random	480.0	478.0	544.0	542.0	122	432.0	430.0	0	512.0	510.0
31	1	1	432.0	430.0	400.0	398.0	400.0	398.0	loss	3264	462.0	462	[2, 4, 3, 1, 4, 2, 3, 1]	[2, 4, 3, 1, 4, 2, 3, 1]	random	512.0	510.0	464.0	462.0	122	592.0	590.0	0	464.0	462.0
32	0	1		686.0	464.0	462.0	368.0	366.0	loss	3120	477.0	477	[2, 3, 1, 4, 1, 4, 2, 4]	[2, 3, 1, 4, 1, 4, 2, 3]	random	464.0	462.0	384.0	382.0	122	352.0	350.0	0	400.0	398.0
33	1	1	464.0	462.0	464.0	462.0	368.0	366.0	loss	3201	440.0	440	[3, 1, 2, 4, 3, 1, 2, 4]	[3, 1, 2, 4, 3, 1, 2, 4]	random	448.0	446.0	528.0	526.0	122	545.0	543.0	0	384.0	382.0
34	1	1	383.0	382.0	448.0	446.0	352.0	350.0	loss	2847	430.0	430	[3, 1, 2, 4, 2, 1, 3, 4]	[3, 1, 2, 4, 2, 1, 3, 4]	random	400.0	399.0	416.0	414.0	122	464.0	462.0	0	384.0	382.0
35	1	1	384.0	382.0	496.0	494.0	400.0	398.0	loss	3056	605.0	605	[2, 4, 3, 1, 3, 4, 2, 1]	[2, 4, 3, 1, 3, 4, 2, 1]	random	560.0	558.0	384.0	382.0	122	480.0	478.0	0	352.0	350.0
36	1	1	416.0	414.0	513.0	511.0	352.0	350.0	loss	3009	431.0	431	[1, 3, 2, 4, 2, 3, 1, 4]	[1, 3, 2, 4, 2, 3, 1, 4]	random	416.0	414.0	448.0	446.0	122	368.0	366.0	0	496.0	494.0
37	1	1	368.0	366.0	544.0	543.0	336.0	334.0	loss	2959	510.0	510	[2, 3, 4, 1, 2, 4, 3, 1]	[2, 3, 4, 1, 2, 4, 3, 1]	random	544.0	542.0	415.0	414.0	122	352.0	350.0	0	400.0	398.0
38	1	1	416.0	414.0	464.0	462.0	336.0	334.0	loss	3248	540.0	540	[1, 3, 4, 2, 4, 3, 1, 2]	[1, 3, 4, 2, 4, 3, 1, 2]	random	496.0	494.0	480.0	478.0	122	368.0	366.0	0	688.0	686.0
39	1	1	432.0	430.0	576.0	574.0	352.0	350.0	loss	3137	509.0	509	[4, 1, 2, 3, 2, 1, 3, 4]	[4, 1, 2, 3, 2, 1, 3, 4]	random	593.0	591.0	432.0	430.0	122	352.0	350.0	0	400.0	398.0
40	1	2	368.0	366.0	368.0	366.0	448.0	446.0	loss	2976	405.0	405	[1, 3, 4, 2, 1, 3, 2, 4]	[1, 3, 4, 2, 1, 3, 2, 4]	random	448.0	446.0	496.0	494.0	122	352.0	350.0	0	496.0	494.0
41	1	2	496.0	494.0	336.0	334.0	272.0	270.0	loss	2512	428.0	428	[1, 4, 2, 3, 1, 2, 4, 3]	[1, 4, 2, 3, 1, 2, 4, 3]	random	384.0	382.0	400.0	398.0	122	320.0	318.0	0	304.0	302.0
42	1	2	320.0	318.0	304.0	303.0	352.0	350.0	loss	2447	365.0	365	[4, 1, 2, 3, 4, 2, 3, 1]	[4, 1, 2, 3, 4, 2, 3, 1]	random	383.0	382.0	432.0	430.0	122	320.0	318.0	0	336.0	334.0
43	1	2	528.0	526.0	336.0	334.0	384.0	382.0	loss	3408	588.0	588	[3, 1, 2, 4, 1, 4, 3, 2]	[3, 1, 2, 4, 1, 4, 3, 2]	random	752.0	750.0	480.0	478.0	122	576.0	574.0	0	352.0	350.0
44	1	2	448.0	446.0	416.0	414.0	384.0	382.0	loss	3392	445.0	445	[3, 1, 2, 4, 1, 3, 4, 2]	[3, 1, 2, 4, 1, 3, 4, 2]	random	496.0	494.0	752.0	750.0	122	400.0	398.0	0	496.0	494.0
45	1	2	400.0	398.0	352.0	350.0	336.0	334.0	loss	2959	560.0	560	[3, 4, 1, 2, 4, 1, 2, 3]	[3, 4, 1, 2, 4, 1, 2, 3]	random	400.0	398.0	544.0	542.0	122	431.0	429.0	0	496.0	494.0
46	1	2	368.0	366.0	400.0	398.0	384.0	382.0	loss	3008	653.0	653	[2, 4, 3, 1, 4, 3, 2, 1]	[2, 4, 3, 1, 4, 3, 2, 1]	random	384.0	382.0	576.0	574.0	122	512.0	510.0	0	384.0	382.0
47	1	2	448.0	446.0	448.0	446.0	320.0	318.0	loss	2576	428.0	428	[2, 3, 1, 4, 3, 2, 1, 4]	[2, 3, 1, 4, 3, 2, 1, 4]	random	352.0	350.0	304.0	302.0	122	368.0	366.0	0	336.0	334.0
48	1	2	288.0	286.0	416.0	414.0	288.0	286.0	loss	2607	415.0	415	[1, 3, 4, 2, 4, 1, 2, 3]	[1, 3, 4, 2, 4, 1, 2, 3]	random	384.0	382.0	384.0	382.0	122	384.0	382.0	0	463.0	461.0
49	1	2	384.0	382.0	432.0	430.0	337.0	335.0	loss	2737	621.0	621	[3, 1, 4, 2, 1, 4, 3, 2]	[3, 1, 4, 2, 1, 4, 3, 2]	random	512.0	510.0	384.0	382.0	122	336.0	334.0	0	352.0	350.0
