	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	6	2	1	4	random	2	4	3	3	1	134
1	6	4	1	2	random	1	2	3	3	4	134
2	6	4	2	1	random	3	1	3	4	2	134
3	2	3	3	2	A	2	4	1	4	1	134
4	7	4	3	4	random	3	1	2	2	1	134
5	2	2	3	2	random	4	4	1	1	3	134
6	2	1	2	4	random	3	3	4	2	1	134
7	7	4	3	1	random	3	1	2	2	4	134
8	3	1	3	1	random	3	2	4	2	4	134
9	7	2	3	2	random	3	4	1	4	1	134
10	7	4	1	2	random	3	2	3	4	1	134
11	7	2	2	4	B	4	1	3	1	3	134
12	7	1	2	1	C	3	3	4	4	2	134
13	7	1	2	1	random	4	3	4	3	2	134
14	7	1	2	4	random	1	3	4	3	2	134
