	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	4	1	3	1	random	4	4	2	3	2	129
1	7	2	3	4	random	2	4	1	3	1	129
2	7	3	2	1	random	2	4	1	4	3	129
3	1	2	1	3	C	1	4	3	2	4	129
4	7	4	3	1	random	2	2	1	3	4	129
5	7	3	2	3	random	2	4	1	1	4	129
6	7	3	1	2	random	4	4	2	3	1	129
7	3	1	3	2	random	3	4	2	4	1	129
8	7	2	4	1	random	2	3	1	4	3	129
9	1	1	3	1	random	4	2	4	3	2	129
10	7	2	1	4	random	2	4	3	3	1	129
11	7	4	2	3	random	2	1	3	1	4	129
12	1	1	2	1	B	3	3	4	4	2	129
13	7	4	1	2	random	1	2	3	4	3	129
14	1	2	2	4	A	4	1	3	1	3	129
