	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	reward	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	0	1	368.0	366.0	416.0	414.0	401.0	399.0	loss	3519	3185	490.0	490	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	384.0	382.0	704.0	702.0	108	384.0	382.0	1	528.0	526.0
1	1	1	336.0	334.0	368.0	366.0	368.0	366.0	loss	3519	2512	607.0	607	[3, 2, 4, 1, 2, 4, 3, 1]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A	352.0	350.0	368.0	366.0	108	384.0	382.0	0	336.0	334.0
2	1	1	320.0	318.0	336.0	334.0	320.0	318.0	loss	3519	2656	496.0	496	[3, 2, 4, 1, 2, 4, 3, 1]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A	576.0	574.0	368.0	366.0	108	384.0	382.0	0	352.0	350.0
3	1	1	304.0	302.0	320.0	318.0	304.0	302.0	loss	3519	2384	623.0	623	[3, 2, 4, 1, 2, 4, 3, 1]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A	480.0	478.0	320.0	318.0	108	320.0	318.0	0	336.0	334.0
4	1	1	384.0	382.0	352.0	350.0	384.0	382.0	loss	3519	2336	574.0	574	[2, 1, 4, 2, 3, 1, 4, 3]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C	288.0	286.0	304.0	302.0	108	288.0	286.0	0	336.0	334.0
5	1	1	448.0	446.0	304.0	302.0	367.0	365.0	loss	3519	2799	415.0	415	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	432.0	430.0	576.0	574.0	108	304.0	303.0	0	368.0	365.0
6	1	1	416.0	414.0	304.0	302.0	384.0	382.0	loss	3519	2736	414.0	414	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	352.0	350.0	640.0	638.0	108	304.0	302.0	0	336.0	334.0
7	1	1	353.0	351.0	320.0	318.0	320.0	319.0	loss	3519	2496	366.0	366	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	320.0	318.0	543.0	542.0	108	288.0	286.0	0	352.0	350.0
8	1	1	416.0	414.0	368.0	366.0	400.0	398.0	loss	3519	2576	493.0	493	[2, 1, 4, 2, 3, 1, 4, 3]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C	304.0	302.0	336.0	334.0	108	416.0	414.0	0	336.0	334.0
9	1	1	320.0	318.0	288.0	286.0	304.0	302.0	loss	3519	2400	446.0	446	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	352.0	350.0	480.0	478.0	108	320.0	318.0	0	336.0	334.0
10	0	1		254.0	304.0	302.0	304.0	302.0	loss	3519	2352	559.0	559	[3, 2, 4, 1, 2, 4, 3, 2]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A	304.0	302.0	304.0	302.0	108	352.0	350.0	0	528.0	526.0
11	1	1	304.0	302.0	288.0	286.0	352.0	350.0	loss	3519	2416	369.0	369	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	384.0	382.0	448.0	446.0	108	336.0	334.0	0	304.0	302.0
12	1	1	480.0	478.0	368.0	366.0	384.0	382.0	loss	3519	2449	508.0	508	[2, 1, 4, 2, 3, 1, 4, 3]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C	272.0	270.0	289.0	287.0	108	320.0	318.0	0	336.0	334.0
