	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	3	2	1	4	random	3	3	4	2	1	120
1	5	2	3	4	random	1	4	1	2	3	120
2	6	2	1	4	random	1	4	3	2	3	120
3	4	2	4	2	random	1	1	3	3	4	120
4	6	3	4	1	random	3	1	2	2	4	120
5	2	2	3	1	random	4	1	4	2	3	120
6	3	3	1	3	random	1	2	4	2	4	120
7	4	2	1	3	B	1	4	3	2	4	120
8	3	3	4	1	random	3	1	2	2	4	120
9	5	3	4	1	random	3	1	2	2	4	120
10	5	1	3	2	random	3	4	2	1	4	120
11	3	3	2	4	random	1	1	4	2	3	120
12	5	4	1	4	random	1	3	2	2	3	120
13	1	1	2	1	A	3	3	4	4	2	120
14	1	3	3	2	C	2	4	1	4	1	120
