	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	reward	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	1	1	592.0	591.0	400.0	399.0	320.0	319.0	e	3603	2944	368.0	368	[1, 4, 2, 3, 1, 3, 4, 2]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A	464.0	463.0	400.0	399.0	231	336.0	335.0	0	432.0	431.0
1	1	1	368.0	367.0	400.0	399.0	304.0	303.0	e	3603	2720	297.0	297	[1, 4, 2, 3, 1, 3, 4, 2]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A	448.0	447.0	432.0	431.0	231	336.0	335.0	0	432.0	431.0
2	1	1	336.0	335.0	384.0	383.0	352.0	351.0	e	3603	2912	371.0	371	[1, 4, 2, 3, 1, 3, 4, 2]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A	512.0	511.0	416.0	415.0	231	464.0	463.0	0	448.0	447.0
3	1	1	368.0	367.0	384.0	383.0	320.0	319.0	e	3603	2672	354.0	354	[1, 4, 2, 3, 1, 3, 4, 2]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A	352.0	351.0	448.0	447.0	231	368.0	367.0	0	432.0	431.0
4	1	1	384.0	383.0	320.0	319.0	352.0	351.0	e	3603	2848	530.0	530	[2, 1, 4, 2, 3, 1, 4, 3]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B	400.0	399.0	384.0	383.0	231	432.0	431.0	0	576.0	575.0
5	1	1	400.0	399.0	320.0	319.0	400.0	399.0	e	3603	2960	483.0	483	[2, 1, 4, 2, 3, 1, 4, 3]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B	400.0	399.0	480.0	479.0	231	608.0	607.0	0	352.0	351.0
6	0	1							e	3603	0		403	[3]	30	[4, 3, 1, 4, 2, 3, 1, 2]	C					231			0		
7	1	1	384.0	383.0	368.0	367.0	416.0	415.0	e	3603	2832	405.0	405	[4, 3, 1, 4, 2, 3, 1, 2]	30	[4, 3, 1, 4, 2, 3, 1, 2]	C	336.0	335.0	304.0	303.0	231	656.0	655.0	0	368.0	367.0
8	1	1	688.0	687.0	336.0	335.0	352.0	351.0	e	3603	3072	425.0	425	[1, 4, 2, 3, 1, 3, 4, 2]	5	[1, 4, 2, 3, 1, 3, 4, 2]	A	448.0	447.0	448.0	447.0	231	384.0	383.0	0	416.0	415.0
9	1	1	432.0	431.0	320.0	319.0	368.0	367.0	e	3603	2608	386.0	386	[2, 1, 4, 2, 3, 1, 4, 3]	10	[2, 1, 4, 2, 3, 1, 4, 3]	B	368.0	367.0	352.0	351.0	231	352.0	351.0	0	416.0	415.0
