	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	5	1	4	1	random	3	2	3	4	2	212
1	2	3	3	2	C	2	4	1	4	1	212
2	7	1	2	4	random	3	4	3	2	1	212
3	7	1	2	4	random	3	3	4	1	2	212
4	7	2	1	2	random	3	3	4	4	1	212
5	2	2	1	3	B	1	4	3	2	4	212
6	7	1	4	3	random	2	3	2	4	1	212
7	7	3	4	3	random	1	2	1	4	2	212
8	7	3	4	2	random	1	2	1	3	4	212
9	5	2	4	3	random	1	3	1	2	4	212
10	7	1	4	1	random	4	2	3	3	2	212
11	7	2	1	2	random	3	4	3	1	4	212
12	7	1	2	1	A	3	3	4	4	2	212
13	6	2	4	2	random	1	3	1	3	4	212
14	7	4	3	2	random	4	1	2	1	3	212
