	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	1	1	384.0	383.0	400.0	399.0	400.0	399.0	e	2688	411.0	411	[3, 4, 1, 2, 1, 3, 4, 2]	[3, 4, 1, 2, 1, 3, 4, 2]	random	368.0	368.0	416.0	415.0	216	368.0	368.0	0	352.0	352.0
1	1	1	400.0	400.0	368.0	367.0	368.0	368.0	e	2624	374.0	374	[4, 2, 1, 3, 2, 1, 4, 3]	[4, 2, 1, 3, 2, 1, 4, 3]	random	368.0	367.0	368.0	367.0	216	400.0	399.0	0	352.0	352.0
2	1	1	352.0	352.0	384.0	384.0	384.0	383.0	e	2512	374.0	374	[3, 1, 4, 2, 1, 3, 2, 4]	[3, 1, 4, 2, 1, 3, 2, 4]	random	352.0	352.0	352.0	351.0	216	352.0	351.0	0	336.0	335.0
3	1	1	368.0	367.0	384.0	384.0	512.0	511.0	e	2656	368.0	368	[2, 3, 4, 1, 3, 1, 4, 2]	[2, 3, 4, 1, 3, 1, 4, 2]	random	352.0	351.0	352.0	351.0	216	320.0	320.0	0	368.0	368.0
4	1	1	320.0	320.0	336.0	335.0	304.0	304.0	e	2240	343.0	343	[4, 3, 2, 1, 4, 3, 2, 1]	[4, 3, 2, 1, 4, 3, 2, 1]	random	336.0	335.0	320.0	320.0	216	320.0	319.0	0	304.0	303.0
5	1	1	288.0	288.0	351.0	351.0	336.0	335.0	e	2272	390.0	390	[3, 2, 4, 1, 3, 2, 1, 4]	[3, 2, 4, 1, 3, 2, 1, 4]	random	352.0	352.0	321.0	320.0	216	320.0	320.0	0	304.0	303.0
6	0	1			336.0	335.0	304.0	304.0	e	1840	390.0	390	[2, 1, 4, 3, 2, 4]	[2, 1, 4, 3, 2, 3, 4, 1]	random				463.0	216	336.0	336.0	0	400.0	399.0
7	1	1	288.0	287.0	400.0	399.0	288.0	287.0	e	2528	382.0	382	[3, 2, 1, 4, 1, 3, 4, 2]	[3, 2, 1, 4, 1, 3, 4, 2]	random	432.0	431.0	336.0	335.0	216	432.0	431.0	0	352.0	352.0
8	1	1	400.0	400.0	385.0	384.0	351.0	350.0	e	2640	391.0	391	[3, 1, 2, 4, 2, 3, 4, 1]	[3, 1, 2, 4, 2, 3, 4, 1]	random	352.0	351.0	384.0	384.0	216	384.0	383.0	0	384.0	383.0
9	1	1	304.0	304.0	384.0	384.0	336.0	335.0	e	2368	439.0	439	[3, 2, 1, 4, 3, 1, 2, 4]	[3, 2, 1, 4, 3, 1, 2, 4]	random	288.0	287.0	384.0	384.0	216	336.0	335.0	0	336.0	336.0
