	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	1	2	2	4	C	4	1	3	1	3	211
1	6	4	2	4	random	2	3	1	1	3	211
2	1	2	1	3	A	1	4	3	2	4	211
3	5	4	1	3	random	4	3	2	2	1	211
4	5	3	4	3	random	1	2	1	2	4	211
5	6	3	4	2	random	1	1	2	3	4	211
6	1	3	4	3	random	1	1	2	4	2	211
7	4	2	3	1	random	2	1	4	3	4	211
8	1	3	3	2	B	2	4	1	4	1	211
9	2	2	1	2	random	4	3	4	1	3	211
10	2	3	1	2	random	4	2	4	3	1	211
11	7	1	2	4	random	1	4	3	2	3	211
12	3	3	1	3	random	4	2	4	1	2	211
13	2	2	4	2	random	3	3	1	4	1	211
14	3	3	1	3	random	1	2	4	2	4	211
