	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	7	3	2	4	random	3	1	4	1	2	213
1	1	2	1	3	C	1	4	3	2	4	213
2	1	1	2	1	B	3	3	4	4	2	213
3	7	3	2	3	random	1	4	1	4	2	213
4	7	2	4	3	random	4	3	1	1	2	213
5	7	3	1	3	random	1	4	2	2	4	213
6	7	2	3	4	random	2	4	1	3	1	213
7	7	4	2	1	random	4	3	1	2	3	213
8	1	2	2	4	A	4	1	3	1	3	213
9	7	3	2	4	random	2	4	1	3	1	213
10	7	4	3	2	random	3	2	1	1	4	213
11	7	2	3	2	random	1	4	1	3	4	213
12	7	1	2	4	random	2	3	4	1	3	213
13	7	1	3	4	random	1	4	2	3	2	213
14	7	1	4	3	random	4	3	2	2	1	213
