	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	4	3	2	1	random	4	4	1	2	3	211
1	1	1	3	1	random	4	4	2	3	2	211
2	3	1	4	1	random	4	3	2	3	2	211
3	4	1	3	4	random	2	4	2	1	3	211
4	7	2	4	3	random	2	3	1	4	1	211
5	5	3	3	2	B	2	4	1	4	1	211
6	6	4	2	1	random	2	3	1	3	4	211
7	2	3	1	2	random	1	2	4	3	4	211
8	3	2	4	3	random	4	1	3	2	1	211
9	3	4	1	3	random	1	2	3	2	4	211
10	3	2	2	4	C	4	1	3	1	3	211
11	4	1	2	3	random	2	3	4	4	1	211
12	3	1	4	3	random	2	3	2	1	4	211
13	1	3	2	3	random	1	4	1	4	2	211
14	1	2	1	3	A	1	4	3	2	4	211
