	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	1	1	320.0	318.0	464.0	462.0	368.0	366.0	e	2736	741.0	741	[1, 3, 2, 4, 2, 3, 4, 1]	[1, 3, 2, 4, 2, 3, 4, 1]	random	432.0	430.0	320.0	318.0	253	336.0	334.0	0	496.0	494.0
1	1	1	304.0	302.0	592.0	590.0	384.0	382.0	e	2817	813.0	813	[3, 1, 2, 4, 3, 2, 4, 1]	[3, 1, 2, 4, 3, 2, 4, 1]	random	416.0	414.0	352.0	350.0	253	417.0	415.0	0	352.0	350.0
2	1	1	336.0	334.0	464.0	462.0	320.0	318.0	e	2800	655.0	655	[1, 3, 4, 2, 1, 4, 3, 2]	[1, 3, 4, 2, 1, 4, 3, 2]	random	544.0	542.0	416.0	414.0	253	368.0	366.0	0	352.0	350.0
3	1	1	335.0	333.0	384.0	382.0	320.0	318.0	e	2735	399.0	399	[1, 2, 4, 3, 2, 4, 3, 1]	[1, 2, 4, 3, 2, 4, 3, 1]	random	432.0	431.0	400.0	398.0	253	464.0	462.0	0	400.0	398.0
4	1	1	320.0	318.0	464.0	462.0	304.0	302.0	e	2593	430.0	430	[3, 2, 4, 1, 4, 3, 2, 1]	[3, 2, 4, 1, 4, 3, 2, 1]	random	337.0	335.0	448.0	446.0	253	368.0	366.0	0	352.0	350.0
5	1	1	320.0	318.0	400.0	398.0	320.0	318.0	e	2832	383.0	383	[1, 2, 4, 3, 1, 4, 3, 2]	[1, 2, 4, 3, 1, 4, 3, 2]	random	480.0	478.0	464.0	462.0	253	400.0	398.0	0	448.0	446.0
6	1	1	256.0	254.0	336.0	334.0	304.0	302.0	e	2416	271.0	271	[1, 3, 2, 4, 1, 4, 2, 3]	[1, 3, 2, 4, 1, 4, 2, 3]	random	352.0	350.0	448.0	446.0	253	336.0	334.0	0	384.0	382.0
7	1	1	240.0	238.0	384.0	382.0	288.0	286.0	e	2736	398.0	398	[3, 1, 4, 2, 1, 2, 4, 3]	[3, 1, 4, 2, 1, 2, 4, 3]	random	448.0	446.0	624.0	622.0	253	352.0	350.0	0	400.0	398.0
8	0	1							e	752	495.0	495	[3, 4, 3]	[3, 4, 2, 1, 4, 1, 2, 3]	random					253		382.0	0	368.0	366.0
9	1	1	400.0	398.0	352.0	350.0	320.0	318.0	e	2704	427.0	427	[2, 3, 4, 1, 4, 3, 1, 2]	[2, 3, 4, 1, 4, 3, 1, 2]	random	464.0	462.0	416.0	414.0	253	368.0	366.0	0	384.0	382.0
10	1	1	368.0	366.0	368.0	366.0	304.0	302.0	e	2608	430.0	430	[3, 4, 2, 1, 3, 1, 4, 2]	[3, 4, 2, 1, 3, 1, 4, 2]	random	400.0	398.0	400.0	398.0	253	384.0	382.0	0	384.0	382.0
11	1	1	272.0	270.0	416.0	414.0	608.0	606.0	e	2721	494.0	494	[4, 3, 1, 2, 4, 2, 3, 1]	[4, 3, 1, 2, 4, 2, 3, 1]	random	337.0	335.0	320.0	318.0	253	384.0	382.0	0	384.0	382.0
12	1	1	320.0	319.0	288.0	286.0	304.0	302.0	e	2400	382.0	382	[1, 4, 2, 3, 1, 2, 4, 3]	[1, 4, 2, 3, 1, 2, 4, 3]	random	368.0	366.0	464.0	462.0	253	288.0	286.0	0	368.0	366.0
13	0	1				318.0	368.0	366.0	e	1376	478.0	478	[3, 1, 2, 4, 2]	[3, 1, 2, 4, 1, 4, 3, 2]	random					253	336.0	334.0	0	352.0	350.0
