	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	5	3	4	1	random	2	2	1	4	3	240
1	7	1	4	2	random	3	3	2	4	1	240
2	7	4	2	3	random	1	1	3	4	2	240
3	7	1	4	3	random	2	2	3	1	4	240
4	7	3	4	1	random	2	1	2	4	3	240
5	1	2	1	3	B	1	4	3	2	4	240
6	7	4	1	3	random	2	2	3	1	4	240
7	7	3	3	2	C	2	4	1	4	1	240
8	7	3	4	3	random	1	2	1	4	2	240
9	1	1	2	1	A	3	3	4	4	2	240
10	7	3	4	1	random	2	2	1	4	3	240
11	7	4	1	4	random	2	2	3	1	3	240
12	7	4	3	4	random	1	2	1	2	3	240
13	5	2	1	3	random	2	3	4	4	1	240
14	7	1	3	2	random	3	4	2	4	1	240
