	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	7	3	1	4	random	1	2	4	2	3	240
1	2	3	2	3	random	1	1	4	2	4	240
2	4	2	4	1	random	2	3	1	3	4	240
3	3	4	1	4	random	3	2	3	1	2	240
4	7	3	3	2	C	2	4	1	4	1	240
5	5	1	2	1	random	3	4	3	4	2	240
6	2	1	2	1	A	3	3	4	4	2	240
7	7	4	1	4	random	2	3	2	1	3	240
8	7	3	1	2	random	1	2	4	4	3	240
9	7	3	1	3	random	4	4	2	1	2	240
10	1	2	1	3	B	1	4	3	2	4	240
11	7	2	3	2	random	1	1	4	4	3	240
12	7	3	2	1	random	3	4	1	4	2	240
13	6	1	2	4	random	3	3	4	1	2	240
14	7	2	3	4	random	2	1	4	3	1	240
