	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	reward	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	1	1	560.0	560.0	448.0	448.0	416.0	416.0	e	3924.0	2896.0	465.0	465.0	[3, 2, 4, 1, 2, 4, 3, 1]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A	320.0	320.0	464.0	464.0	224	352.0	352.0	0	336.0	336.0
1	1	1	528.0	528.0	496.0	496.0	432.0	432.0	e	3924.0	3392.0	467.0	467.0	[3, 2, 4, 1, 2, 4, 3, 1]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A	352.0	352.0	448.0	448.0	224	368.0	368.0	0	768.0	768.0
2	1	1	496.0	496.0	400.0	400.0	368.0	368.0	e	3924.0	2848.0	466.0	466.0	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	384.0	384.0	400.0	400.0	224	368.0	368.0	0	432.0	432.0
3	1	1	512.0	511.0	463.0	463.0	401.0	401.0	e	3924.0	2992.0	435.0	435.0	[3, 2, 4, 1, 2, 4, 3, 1]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A	384.0	384.0	416.0	416.0	224	432.0	432.0	0	384.0	384.0
4	0	1	368.0	368.0	448.0	448.0	400.0	400.0	e	3924.0	3376.0	595.0	595.0	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	368.0	368.0	560.0	560.0	224	704.0	704.0	1	528.0	528.0
5	1	1	480.0	480.0	448.0	448.0	448.0	448.0	e	3924.0	2800.0	518.0	518.0	[3, 2, 4, 1, 2, 4, 3, 1]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A	336.0	336.0	400.0	400.0	224	352.0	352.0	0	336.0	336.0
6	1	1	352.0	352.0	352.0	352.0	384.0	384.0	e	3924.0	2560.0	466.0	466.0	[2, 1, 4, 2, 3, 1, 4, 3]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C	384.0	384.0	352.0	352.0	224	368.0	368.0	0	368.0	368.0
7	1	1	432.0	432.0	448.0	448.0	352.0	352.0	e	3924.0	2624.0	403.0	403.0	[3, 2, 4, 1, 2, 4, 3, 1]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A	352.0	352.0	448.0	448.0	224	288.0	288.0	0	304.0	304.0
8	1	1	576.0	576.0	480.0	480.0	384.0	384.0	e	3924.0	2896.0	358.0	358.0	[3, 2, 4, 1, 2, 4, 3, 1]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A	352.0	352.0	384.0	384.0	224	320.0	320.0	0	400.0	400.0
9	1	1	320.0	320.0	480.0	480.0	480.0	480.0	e	3924.0	2688.0	434.0	434.0	[2, 1, 4, 2, 3, 1, 4, 3]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C	352.0	352.0	368.0	368.0	224	336.0	336.0	0	352.0	352.0
10	1	1	320.0	320.0	496.0	496.0	416.0	416.0	e	3924.0	2528.0	390.0	390.0	[2, 1, 4, 2, 3, 1, 4, 3]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C	336.0	336.0	320.0	320.0	224	304.0	304.0	0	336.0	336.0
11	0	1			320.0	320.0	352.0	352.0	e	3924.0	1712.0	482.0	482.0	[1, 4, 2, 3, 1, 4]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B				336.0	224	320.0	320.0	0	384.0	384.0
12	1	1	336.0	336.0	496.0	496.0	384.0	384.0	e	3924.0	2464.0	293.0	293.0	[2, 1, 4, 2, 3, 1, 4, 3]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C	320.0	320.0	320.0	320.0	224	352.0	352.0	0	256.0	256.0
13	1	1	288.0	288.0	352.0	352.0	368.0	368.0	e	3924.0	2544.0	418.0	418.0	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	352.0	352.0	464.0	464.0	224	336.0	336.0	0	384.0	384.0
14	1	1	320.0	320.0	336.0	336.0	320.0	320.0	e	3924.0	2240.0	320.0	320.0	[2, 1, 4, 2, 3, 1, 4, 3]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C	368.0	368.0	336.0	336.0	224	288.0	288.0	0	272.0	272.0
