	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	7	2	3	4	random	2	4	1	3	1	212
1	5	3	1	3	random	2	4	2	4	1	212
2	7	2	4	1	random	4	3	1	2	3	212
3	1	3	3	2	C	2	4	1	4	1	212
4	3	1	2	1	A	3	3	4	4	2	212
5	7	3	2	3	random	2	4	1	4	1	212
6	5	2	1	3	B	1	4	3	2	4	212
7	6	3	2	1	random	3	1	4	4	2	212
8	6	2	4	3	random	2	3	1	1	4	212
9	7	2	1	4	random	1	3	4	3	2	212
10	7	1	3	1	random	2	4	2	3	4	212
11	7	4	2	1	random	2	1	3	3	4	212
12	7	4	1	2	random	1	3	2	3	4	212
13	7	1	3	4	random	3	2	4	1	2	212
14	7	1	2	3	random	1	4	3	4	2	212
