	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	reward	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	1	1	544.0	544.0	352.0	352.0	352.0	351.0	e	3587	2960	385.0	385	[2, 1, 4, 2, 3, 1, 4, 3]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C	432.0	432.0	400.0	399.0	204	464.0	463.0	0	416.0	415.0
1	1	1	304.0	303.0	353.0	352.0	351.0	350.0	e	3587	2880	548.0	548	[2, 1, 4, 2, 3, 1, 4, 3]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C	464.0	463.0	416.0	415.0	204	352.0	351.0	0	640.0	639.0
2	1	1	384.0	384.0	368.0	367.0	368.0	367.0	e	3587	2624	578.0	578	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	400.0	400.0	368.0	367.0	204	352.0	352.0	0	384.0	384.0
3	0	1	480.0	480.0	576.0	576.0	336.0	336.0	e	3587	2944	660.0	660	[3, 2, 4, 1, 2, 4, 3, 1]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A	352.0	352.0	480.0	479.0	204	352.0	351.0	1	368.0	367.0
4	1	1	304.0	303.0	336.0	335.0	304.0	303.0	e	3587	2464	533.0	533	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	304.0	303.0	352.0	351.0	204	352.0	351.0	0	512.0	511.0
5	1	1	304.0	303.0	352.0	351.0	288.0	287.0	e	3587	2320	579.0	579	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	320.0	319.0	320.0	319.0	204	304.0	304.0	0	432.0	431.0
6	0	1			351.0	351.0	321.0	320.0	e	3587	1632	498.0	498	[1, 4, 2, 3, 1, 4]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B				335.0	204	304.0	303.0	0	320.0	319.0
7	0	1	320.0	319.0	368.0	367.0	384.0	383.0	e	3587	2928	677.0	677	[2, 1, 4, 2, 3, 1, 4, 3]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C	464.0	463.0	400.0	399.0	204	448.0	447.0	1	544.0	543.0
8	0	1			480.0	479.0	368.0	368.0	e	3587	1936	630.0	630	[3, 2, 4, 1, 2, 3]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A				239.0	204	448.0	447.0	0	400.0	399.0
9	1	1	240.0	239.0	416.0	415.0	464.0	464.0	e	3587	2768	502.0	502	[2, 1, 4, 2, 3, 1, 4, 3]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C	496.0	495.0	368.0	367.0	204	416.0	415.0	0	368.0	368.0
10	0	1			384.0	383.0	368.0	367.0	e	3587	1712	658.0	658	[3, 2, 4, 1, 2, 3]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A				304.0	204	368.0	368.0	0	288.0	287.0
11	0	1		207.0	368.0	368.0	336.0	335.0	e	3587	2400	520.0	520	[3, 2, 4, 1, 2, 4, 3, 2]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A	368.0	367.0	432.0	431.0	204	336.0	335.0	0	352.0	352.0
12	1	1	304.0	303.0	303.0	303.0	353.0	352.0	e	3587	2384	469.0	469	[2, 1, 4, 2, 3, 1, 4, 3]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C	368.0	367.0	320.0	319.0	204	336.0	335.0	0	400.0	399.0
13	1	1	480.0	480.0	368.0	367.0	304.0	303.0	e	3587	2432	499.0	499	[2, 1, 4, 2, 3, 1, 4, 3]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C	320.0	320.0	288.0	287.0	204	336.0	335.0	0	336.0	335.0
