	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	reward	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	1	1	416.0	416.0	400.0	399.0	464.0	463.0	e	3427	2880	321.0	321	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	480.0	479.0	368.0	367.0	205	416.0	415.0	0	336.0	336.0
1	1	1	384.0	383.0	368.0	368.0	304.0	304.0	e	3427	2688	372.0	372	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	432.0	432.0	432.0	432.0	205	304.0	304.0	0	464.0	463.0
2	1	1	464.0	463.0	400.0	399.0	384.0	383.0	e	3427	2912	388.0	388	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	432.0	432.0	448.0	447.0	205	464.0	463.0	0	320.0	319.0
3	1	1	400.0	400.0	352.0	351.0	400.0	399.0	e	3427	2624	324.0	324	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	368.0	367.0	352.0	352.0	205	448.0	447.0	0	304.0	304.0
4	1	1	448.0	448.0	416.0	416.0	320.0	320.0	e	3427	2816	407.0	407	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	464.0	463.0	416.0	415.0	205	448.0	447.0	0	304.0	304.0
5	1	1	544.0	544.0	336.0	335.0	463.0	463.0	e	3427	2832	339.0	339	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	336.0	336.0	448.0	447.0	205	401.0	400.0	0	304.0	304.0
6	1	1	528.0	528.0	400.0	400.0	336.0	336.0	e	3427	2800	275.0	275	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	384.0	384.0	416.0	415.0	205	416.0	415.0	0	320.0	319.0
7	1	1	336.0	335.0	368.0	367.0	288.0	287.0	e	3427	2688	355.0	355	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	416.0	416.0	464.0	463.0	205	336.0	336.0	0	480.0	480.0
8	1	1	336.0	336.0	336.0	335.0	384.0	383.0	e	3427	2496	372.0	372	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	352.0	351.0	336.0	335.0	205	400.0	400.0	0	352.0	351.0
9	1	1	304.0	303.0	335.0	335.0	305.0	305.0	e	3427	2592	407.0	407	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	384.0	383.0	512.0	511.0	205	320.0	320.0	0	432.0	432.0
10	1	1	400.0	400.0	352.0	352.0	352.0	351.0	e	3427	2576	426.0	426	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	384.0	384.0	432.0	431.0	205	352.0	351.0	0	304.0	303.0
11	1	1	416.0	416.0	352.0	352.0	432.0	431.0	e	3427	2640	293.0	293	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	352.0	351.0	320.0	319.0	205	384.0	383.0	0	384.0	384.0
12	1	1	368.0	367.0	384.0	384.0	336.0	336.0	e	3427	2800	376.0	376	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	448.0	447.0	448.0	447.0	205	320.0	320.0	0	496.0	496.0
13	1	1	416.0	415.0	320.0	320.0	336.0	336.0	e	3427	2576	372.0	372	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	384.0	384.0	400.0	400.0	205	384.0	384.0	0	336.0	335.0
14	1	1	352.0	351.0	352.0	352.0	287.0	287.0	e	3427	2672	356.0	356	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	432.0	431.0	368.0	368.0	205	305.0	304.0	0	576.0	575.0
15	1	1	352.0	351.0	368.0	367.0	288.0	288.0	e	3427	2448	408.0	408	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	416.0	415.0	336.0	335.0	205	288.0	287.0	0	400.0	399.0
16	1	1	544.0	543.0	352.0	351.0	336.0	336.0	e	3427	2816	469.0	469	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	432.0	432.0	400.0	399.0	205	416.0	416.0	0	336.0	335.0
17	1	1	400.0	400.0	336.0	335.0	432.0	432.0	e	3427	2608	404.0	404	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	384.0	383.0	304.0	303.0	205	352.0	351.0	0	400.0	399.0
18	1	1	448.0	447.0	400.0	399.0	416.0	415.0	e	3427	2943	419.0	419	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	416.0	416.0	464.0	463.0	205	368.0	368.0	0	431.0	431.0
19	1	1	368.0	367.0	320.0	320.0	432.0	431.0	e	3427	2512	307.0	307	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	320.0	319.0	304.0	303.0	205	368.0	367.0	0	400.0	400.0
20	1	1	368.0	368.0	352.0	351.0	448.0	447.0	e	3427	2624	354.0	354	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	352.0	352.0	288.0	288.0	205	368.0	368.0	0	448.0	448.0
21	0	1	400.0	400.0	352.0	352.0	336.0	335.0	e	3012	2704	447.0	447	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	464.0	463.0	400.0	400.0	205	464.0	464.0	1	288.0	287.0
22	1	1	320.0	319.0	352.0	352.0	288.0	287.0	e	3012	2335	339.0	339	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	368.0	368.0	368.0	368.0	205	272.0	272.0	0	367.0	367.0
23	1	1	336.0	335.0	337.0	337.0	336.0	336.0	e	2996	2384	398.0	398	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	336.0	335.0	383.0	383.0	205	368.0	368.0	0	288.0	288.0
24	0	1	448.0	448.0	320.0	320.0	320.0	319.0	e	2996	2592	415.0	415	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	480.0	480.0	368.0	367.0	205	384.0	383.0	1	272.0	272.0
25	1	1	336.0	336.0	336.0	336.0	272.0	271.0	e	2996	2304	351.0	351	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	368.0	368.0	352.0	352.0	205	288.0	287.0	0	352.0	352.0
26	0	1				271.0	256.0	255.0	e	2980	1136	269.0	269	[1, 4, 2, 3, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C					205	256.0	255.0	0	352.0	352.0
27	1	1	304.0	303.0	304.0	303.0	272.0	272.0	e	2980	2256	287.0	287	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	384.0	384.0	368.0	368.0	205	272.0	272.0	0	352.0	352.0
28	1	1	400.0	399.0	336.0	335.0	384.0	383.0	e	2948	2384	349.0	349	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	256.0	256.0	304.0	304.0	205	320.0	319.0	0	384.0	383.0
29	0	1							e	2932	336	318.0	318	[1, 3]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C					205			0		336.0
30	1	1	352.0	351.0	368.0	367.0	384.0	384.0	e	2932	2528	287.0	287	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	304.0	303.0	352.0	352.0	205	368.0	368.0	0	400.0	399.0
31	1	1	336.0	335.0	352.0	352.0	368.0	367.0	e	2932	2400	333.0	333	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	384.0	383.0	352.0	351.0	205	256.0	255.0	0	352.0	351.0
32	0	1			336.0	335.0	320.0	319.0	e	2884	2032	396.0	396	[3, 2, 4, 1, 2, 4, 2]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B		255.0	480.0	479.0	205	336.0	336.0	0	304.0	303.0
33	0	1	368.0	368.0	464.0	464.0	416.0	415.0	e	2884	2640	367.0	367	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	336.0	335.0	368.0	367.0	205	368.0	368.0	1	320.0	319.0
34	1	1	320.0	320.0	384.0	384.0	368.0	368.0	e	2884	2384	335.0	335	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	320.0	319.0	320.0	320.0	205	352.0	351.0	0	320.0	319.0
35	1	1	336.0	335.0	352.0	351.0	368.0	368.0	e	2882	2272	317.0	317	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	272.0	272.0	288.0	287.0	205	320.0	320.0	0	336.0	335.0
36	0	2			304.0	304.0	272.0	272.0	e	2863	2032	400.0	400	[3, 2, 4, 1, 2, 4, 2]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B		271.0	512.0	512.0	205	416.0	416.0	0	256.0	255.0
37	0	2	400.0	399.0	336.0	335.0	432.0	431.0	e	2863	2640	384.0	384	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	384.0	383.0	416.0	415.0	205	351.0	351.0	1	321.0	320.0
38	1	2	336.0	336.0	304.0	303.0	336.0	336.0	e	2863	2320	352.0	352	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	384.0	384.0	352.0	352.0	205	352.0	352.0	0	256.0	256.0
39	1	2	320.0	320.0	336.0	335.0	288.0	287.0	e	2799	2272	429.0	429	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	352.0	351.0	368.0	368.0	205	288.0	288.0	0	320.0	320.0
40	1	2	288.0	287.0	288.0	287.0	256.0	256.0	e	2752	2256	364.0	364	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	368.0	367.0	448.0	448.0	205	272.0	271.0	0	336.0	336.0
41	0	2	368.0	368.0	448.0	447.0	384.0	384.0	e	2736	2656	493.0	493	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	336.0	335.0	304.0	303.0	205	384.0	383.0	1	432.0	432.0
42	0	2			304.0	303.0	288.0	288.0	e	2736	1824	383.0	383	[3, 2, 4, 1, 2, 4, 2]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B		255.0	368.0	367.0	205	320.0	320.0	0	288.0	287.0
43	0	2							e	2736	608	365.0	365	[4, 3, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A					205		256.0	0	352.0	351.0
44	1	2	368.0	368.0	336.0	335.0	304.0	303.0	e	2736	2384	350.0	350	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	336.0	335.0	384.0	384.0	205	352.0	351.0	0	304.0	303.0
45	0	2	448.0	447.0	320.0	319.0	448.0	447.0	e	2735	2464	299.0	299	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	320.0	320.0	304.0	303.0	205	304.0	303.0	1	320.0	319.0
46	0	2			288.0	287.0	256.0	255.0	e	2735	1761	446.0	446	[3, 2, 4, 1, 2, 4, 2]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B		257.0	352.0	352.0	205	352.0	352.0	0	256.0	255.0
47	0	2			304.0	304.0	256.0	256.0	e	2735	1536	348.0	348	[1, 4, 2, 3, 1, 4]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C				367.0	205	256.0	256.0	0	352.0	351.0
48	1	2	336.0	335.0	320.0	319.0	368.0	368.0	e	2735	2432	300.0	300	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	400.0	399.0	400.0	399.0	205	336.0	335.0	0	272.0	272.0
49	1	2	320.0	320.0	336.0	336.0	288.0	287.0	e	2734	2304	362.0	362	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	368.0	367.0	368.0	367.0	205	288.0	288.0	0	336.0	336.0
50	1	2	288.0	288.0	320.0	320.0	272.0	272.0	e	2734	2256	314.0	314	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	352.0	352.0	400.0	400.0	205	288.0	287.0	0	336.0	335.0
51	0	2	336.0	336.0	320.0	320.0	384.0	383.0	e	2733	2320	443.0	443	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	288.0	287.0	288.0	287.0	205	304.0	304.0	1	400.0	399.0
52	0	2			320.0	320.0	304.0	304.0	e	2733	1856	493.0	493	[3, 2, 4, 1, 2, 4, 2]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B		239.0	368.0	367.0	205	384.0	383.0	0	240.0	240.0
53	1	2	336.0	335.0	304.0	303.0	352.0	351.0	e	2733	2368	318.0	318	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	352.0	351.0	256.0	256.0	205	368.0	368.0	0	400.0	400.0
54	1	2	320.0	320.0	304.0	304.0	432.0	431.0	e	2707	2352	345.0	345	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	320.0	319.0	272.0	272.0	205	320.0	319.0	0	384.0	383.0
55	1	2	256.0	256.0	320.0	320.0	272.0	272.0	e	2691	2208	314.0	314	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	416.0	415.0	336.0	335.0	205	288.0	288.0	0	320.0	320.0
56	0	2							e	2674	0		361	[4]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B					205			0		
57	0	2	352.0	352.0	304.0	303.0	336.0	335.0	e	2674	2528	302.0	302	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	464.0	463.0	384.0	383.0	205	352.0	352.0	1	336.0	335.0
58	0	2	352.0	352.0	272.0	271.0	336.0	336.0	e	2674	2368	411.0	411	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	368.0	367.0	384.0	383.0	205	336.0	336.0	1	320.0	319.0
