	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	6	1	2	1	random	2	3	4	3	4	251
1	6	2	1	4	random	3	3	4	2	1	251
2	4	1	2	4	random	3	4	3	2	1	251
3	7	3	1	4	random	2	4	2	1	3	251
4	6	3	3	2	B	2	4	1	4	1	251
5	2	1	2	3	random	1	4	3	2	4	251
6	2	1	2	1	random	3	3	4	4	2	251
7	7	3	1	3	random	2	4	2	4	1	251
8	7	1	2	3	random	2	4	3	1	4	251
9	6	2	4	1	random	3	3	1	2	4	251
10	2	3	4	3	random	1	2	1	4	2	251
11	7	2	1	4	random	2	3	4	1	3	251
12	7	4	3	1	random	4	2	1	3	2	251
13	1	2	1	3	A	1	4	3	2	4	251
14	1	2	2	4	C	4	1	3	1	3	251
