	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	7	1	3	4	random	3	2	4	2	1	231
1	7	4	1	2	random	1	2	3	4	3	231
2	7	3	1	4	random	3	2	4	1	2	231
3	4	3	2	3	random	4	1	4	1	2	231
4	4	4	2	4	random	3	3	1	1	2	231
5	1	2	2	4	C	4	1	3	1	3	231
6	4	3	2	4	random	1	1	4	3	2	231
7	1	2	1	3	A	1	4	3	2	4	231
8	4	2	4	2	random	1	3	1	4	3	231
9	4	2	1	4	random	1	3	4	2	3	231
10	4	4	2	3	random	2	1	3	1	4	231
11	4	4	3	1	random	2	2	1	4	3	231
12	4	1	3	1	random	4	2	4	2	3	231
13	4	2	1	2	random	4	3	4	1	3	231
14	4	3	3	2	B	2	4	1	4	1	231
