	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	3	1	4	1	random	3	2	3	4	2	247
1	3	2	3	2	random	3	1	4	4	1	247
2	4	3	4	2	random	3	2	1	4	1	247
3	1	3	2	1	random	3	4	1	4	2	247
4	1	3	1	4	random	1	2	4	3	2	247
5	1	2	1	3	A	1	4	3	2	4	247
6	1	3	1	3	random	2	2	4	1	4	247
7	1	3	4	3	random	4	1	2	2	1	247
8	1	2	4	3	random	4	1	3	1	2	247
9	5	1	3	1	random	2	2	4	4	3	247
10	4	2	1	2	random	1	3	4	4	3	247
11	3	1	3	2	random	3	4	2	1	4	247
12	1	1	4	1	random	4	2	3	2	3	247
13	4	2	2	4	C	4	1	3	1	3	247
14	4	3	3	2	B	2	4	1	4	1	247
