	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	1	1	608.0	607.0	560.0	559.0	384.0	383.0	e	3872	1790.0	1790	[4, 3, 2, 1, 4, 2, 1, 3]	[4, 3, 2, 1, 4, 2, 1, 3]	random	624.0	623.0	640.0	639.0	222	368.0	367.0	0	688.0	687.0
1	1	1	432.0	431.0	528.0	527.0	400.0	399.0	e	3104	681.0	681	[4, 2, 3, 1, 3, 4, 2, 1]	[4, 2, 3, 1, 3, 4, 2, 1]	random	432.0	431.0	480.0	479.0	222	432.0	431.0	0	400.0	399.0
2	1	1	448.0	447.0	528.0	526.0	432.0	431.0	e	3488	506.0	506	[1, 3, 4, 2, 4, 2, 1, 3]	[1, 3, 4, 2, 4, 2, 1, 3]	random	528.0	527.0	544.0	543.0	222	480.0	479.0	0	528.0	527.0
3	1	1	576.0	575.0	640.0	639.0	400.0	399.0	e	3584	489.0	489	[4, 3, 2, 1, 2, 4, 3, 1]	[4, 3, 2, 1, 2, 4, 3, 1]	random	400.0	399.0	560.0	559.0	222	384.0	383.0	0	624.0	623.0
4	1	1	496.0	495.0	384.0	383.0	416.0	415.0	e	3568	569.0	569	[2, 1, 4, 3, 2, 3, 1, 4]	[2, 1, 4, 3, 2, 3, 1, 4]	random	560.0	559.0	592.0	591.0	222	560.0	559.0	0	560.0	559.0
5	1	1	496.0	495.0	464.0	463.0	432.0	431.0	e	3248	506.0	506	[1, 4, 2, 3, 2, 1, 4, 3]	[1, 4, 2, 3, 2, 1, 4, 3]	random	400.0	399.0	576.0	575.0	222	464.0	463.0	0	416.0	415.0
6	1	1	400.0	399.0	624.0	623.0	384.0	383.0	e	3424	458.0	458	[1, 2, 3, 4, 2, 3, 1, 4]	[1, 2, 3, 4, 2, 3, 1, 4]	random	528.0	527.0	400.0	399.0	222	560.0	559.0	0	528.0	527.0
7	0	1		415.0	496.0	495.0	416.0	415.0	e	3360	506.0	506	[4, 2, 3, 1, 2, 4, 1, 4]	[4, 2, 3, 1, 2, 4, 1, 3]	random	576.0	575.0	528.0	527.0	222	448.0	447.0	0	480.0	479.0
8	1	1	496.0	495.0	512.0	511.0	464.0	463.0	e	3744	559.0	559	[3, 4, 2, 1, 4, 3, 1, 2]	[3, 4, 2, 1, 4, 3, 1, 2]	random	576.0	575.0	608.0	607.0	222	592.0	591.0	0	496.0	495.0
9	1	1	432.0	431.0	544.0	543.0	432.0	431.0	e	3328	553.0	553	[2, 3, 1, 4, 2, 3, 1, 4]	[2, 3, 1, 4, 2, 3, 1, 4]	random	464.0	463.0	448.0	447.0	222	528.0	527.0	0	480.0	479.0
10	1	1	416.0	415.0	672.0	671.0	416.0	415.0	e	3344	569.0	569	[2, 3, 1, 4, 3, 2, 1, 4]	[2, 3, 1, 4, 3, 2, 1, 4]	random	416.0	415.0	464.0	463.0	222	480.0	479.0	0	480.0	479.0
11	1	1	432.0	431.0	432.0	431.0	400.0	399.0	e	3312	521.0	521	[4, 3, 2, 1, 2, 3, 1, 4]	[4, 3, 2, 1, 2, 3, 1, 4]	random	624.0	623.0	416.0	415.0	222	416.0	415.0	0	592.0	591.0
12	1	1	400.0	399.0	528.0	527.0	464.0	463.0	e	3296	554.0	554	[2, 1, 3, 4, 1, 2, 3, 4]	[2, 1, 3, 4, 1, 2, 3, 4]	random	384.0	383.0	560.0	559.0	222	448.0	447.0	0	512.0	511.0
13	1	1	432.0	431.0	512.0	511.0	448.0	447.0	e	3648	521.0	521	[4, 3, 1, 2, 1, 4, 2, 3]	[4, 3, 1, 2, 1, 4, 2, 3]	random	464.0	463.0	512.0	511.0	222	576.0	575.0	0	704.0	703.0
14	1	1	544.0	543.0	544.0	543.0	464.0	463.0	e	3312	696.0	696	[3, 1, 4, 2, 3, 4, 1, 2]	[3, 1, 4, 2, 3, 4, 1, 2]	random	464.0	463.0	400.0	399.0	222	400.0	399.0	0	496.0	495.0
