	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	reward	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	0	1	464.0	464.0	224.0	224.0	352.0	352.0	e	3128	2800	353.0	353	[2, 1, 4, 2, 3, 1, 4, 3]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C	561.0	560.0	415.0	415.0	228	400.0	400.0	1	384.0	384.0
1	1	1	80.0	80.0	353.0	352.0	272.0	271.0	e	3128	2368	374.0	374	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	496.0	496.0	432.0	432.0	228	335.0	335.0	0	400.0	400.0
2	0	1							e	3128	159	386.0	386	[2, 3]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C					228			0		159.0
3	1	1	80.0	80.0	384.0	384.0	112.0	112.0	e	3128	2432	278.0	278	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	464.0	464.0	560.0	560.0	228	336.0	336.0	0	496.0	496.0
4	0	1							e	3128	192	290.0	290	[1, 3]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B					228			0		192.0
5	1	1	80.0	80.0	416.0	416.0	240.0	240.0	e	3128	2272	406.0	406	[1, 4, 2, 3, 1, 3, 4, 2]	10	[1, 4, 2, 3, 1, 3, 4, 2]	B	416.0	416.0	416.0	416.0	228	480.0	480.0	0	224.0	224.0
6	1	1	80.0	80.0	447.0	447.0	208.0	208.0	e	3128	2288	530.0	530	[3, 2, 4, 1, 2, 4, 3, 1]	5	[3, 2, 4, 1, 2, 4, 3, 1]	A	416.0	416.0	465.0	464.0	228	432.0	431.0	0	240.0	240.0
7	1	1	384.0	384.0	272.0	272.0	368.0	368.0	e	3128	2432	403.0	403	[2, 1, 4, 2, 3, 1, 4, 3]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C	272.0	272.0	336.0	336.0	228	384.0	384.0	0	416.0	416.0
8	1	1	257.0	256.0	320.0	320.0	416.0	416.0	e	3128	2448	436.0	436	[2, 1, 4, 2, 3, 1, 4, 3]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C	319.0	319.0	384.0	384.0	228	368.0	368.0	0	384.0	384.0
9	1	1	400.0	400.0	224.0	224.0	496.0	496.0	e	3128	2336	531.0	531	[2, 1, 4, 2, 3, 1, 4, 3]	30	[2, 1, 4, 2, 3, 1, 4, 3]	C	224.0	224.0	336.0	336.0	228	256.0	256.0	0	400.0	400.0
