	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	reward	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	0	1	352.0	351.0	400.0	400.0	384.0	383.0	e	3284	2912	433.0	433	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	416.0	415.0	448.0	448.0	229	416.0	416.0	1	496.0	495.0
1	0	1			288.0	288.0	272.0	272.0	e	3284	1360	363.0	363	[1, 4, 2, 3, 1, 4]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C				240.0	229	240.0	239.0	0	320.0	320.0
2	0	1							e	3284	368	439.0	439	[4, 4]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A					229			0		367.0
3	1	1	400.0	399.0	304.0	303.0	416.0	415.0	e	3284	2592	424.0	424	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	320.0	319.0	320.0	320.0	229	464.0	464.0	0	368.0	367.0
4	1	1	320.0	319.0	288.0	287.0	256.0	255.0	e	3284	2368	323.0	323	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	416.0	416.0	480.0	480.0	229	272.0	272.0	0	336.0	336.0
5	1	1	352.0	352.0	352.0	352.0	352.0	352.0	e	3284	2576	387.0	387	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	384.0	383.0	480.0	479.0	229	320.0	320.0	0	336.0	335.0
6	1	1	400.0	399.0	304.0	303.0	336.0	336.0	e	3284	2208	547.0	547	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	272.0	272.0	256.0	255.0	229	272.0	271.0	0	368.0	368.0
7	0	1							e	3284	352	387.0	387	[4, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A					229			0		351.0
8	1	1	304.0	304.0	336.0	336.0	304.0	304.0	e	3284	2464	341.0	341	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	384.0	383.0	384.0	383.0	229	320.0	319.0	0	432.0	432.0
9	1	1	320.0	319.0	320.0	320.0	304.0	304.0	e	3284	2400	340.0	340	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	368.0	368.0	416.0	416.0	229	272.0	272.0	0	400.0	400.0
