	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	6	4	2	1	random	2	1	3	3	4	221
1	1	1	4	1	random	4	2	3	2	3	221
2	6	2	3	2	random	3	1	4	1	4	221
3	4	3	4	3	random	1	2	1	2	4	221
4	5	1	4	3	random	2	2	3	4	1	221
5	5	2	2	4	A	4	1	3	1	3	221
6	3	4	3	1	random	4	2	1	2	3	221
7	6	4	3	4	random	2	2	1	3	1	221
8	6	4	3	1	random	4	2	1	2	3	221
9	3	1	2	1	B	3	3	4	4	2	221
10	6	1	4	2	random	1	3	2	4	3	221
11	6	4	1	3	random	4	2	3	1	2	221
12	3	2	4	1	random	3	1	3	2	4	221
13	1	2	1	3	C	1	4	3	2	4	221
14	7	4	1	2	random	3	2	3	4	1	221
