	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	1	2	2	4	B	4	1	3	1	3	222
1	3	4	2	1	random	3	1	3	4	2	222
2	1	3	3	2	A	2	4	1	4	1	222
3	7	3	2	3	random	2	1	4	4	1	222
4	5	1	4	3	random	4	2	3	1	2	222
5	5	4	1	4	random	2	3	2	3	1	222
6	2	3	2	1	random	3	1	4	4	2	222
7	1	1	2	1	C	3	3	4	4	2	222
8	5	4	2	1	random	4	1	3	3	2	222
9	5	1	2	1	random	3	4	3	4	2	222
10	6	4	3	4	random	2	1	2	1	3	222
11	5	2	1	2	random	4	4	3	3	1	222
12	7	4	2	4	random	3	3	1	2	1	222
13	7	3	1	4	random	3	2	4	2	1	222
14	6	3	1	2	random	3	2	4	1	4	222
