	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	reward	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	1	1	384.0	382.0	352.0	350.0	336.0	334.0	e	3499	2544	506.0	506	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	368.0	366.0	368.0	366.0	233	384.0	382.0	0	352.0	350.0
1	1	1	352.0	350.0	368.0	366.0	368.0	366.0	e	3499	2687	575.0	575	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	384.0	382.0	400.0	398.0	233	415.0	413.0	0	400.0	398.0
2	1	1	384.0	382.0	336.0	334.0	368.0	366.0	e	3499	2608	513.0	513	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	368.0	366.0	400.0	398.0	233	384.0	382.0	0	368.0	366.0
3	1	1	385.0	383.0	368.0	366.0	352.0	350.0	e	3499	2592	576.0	576	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	367.0	365.0	352.0	351.0	233	384.0	382.0	0	384.0	382.0
4	1	1	352.0	350.0	336.0	334.0	352.0	350.0	e	3499	2512	480.0	480	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	368.0	366.0	368.0	366.0	233	368.0	366.0	0	368.0	366.0
5	1	1	416.0	414.0	320.0	318.0	368.0	366.0	e	3499	2544	465.0	465	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	352.0	350.0	368.0	366.0	233	352.0	350.0	0	368.0	366.0
6	1	1	336.0	334.0	352.0	350.0	368.0	366.0	e	3499	2592	399.0	399	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	336.0	334.0	496.0	494.0	233	320.0	318.0	0	384.0	382.0
7	1	1	320.0	318.0	352.0	350.0	352.0	350.0	e	3499	2448	512.0	512	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	352.0	350.0	352.0	350.0	233	352.0	350.0	0	368.0	366.0
8	1	1	321.0	319.0	336.0	334.0	336.0	334.0	e	3499	2353	448.0	448	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	320.0	318.0	336.0	334.0	233	352.0	350.0	0	352.0	350.0
9	1	1	368.0	366.0	320.0	318.0	352.0	350.0	e	3499	2592	529.0	529	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	368.0	366.0	368.0	366.0	233	384.0	382.0	0	432.0	430.0
10	1	1	352.0	350.0	336.0	334.0	336.0	334.0	e	3499	2544	463.0	463	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	336.0	334.0	352.0	350.0	233	400.0	398.0	0	432.0	429.0
11	1	1	368.0	366.0	368.0	366.0	352.0	350.0	e	3499	2608	543.0	543	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	368.0	366.0	432.0	430.0	233	336.0	334.0	0	384.0	382.0
12	1	1	432.0	430.0	384.0	382.0	384.0	382.0	e	3499	2815	672.0	672	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	384.0	382.0	352.0	350.0	233	431.0	430.0	0	448.0	446.0
13	1	1	320.0	318.0	353.0	351.0	352.0	350.0	e	3499	2481	511.0	511	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	368.0	366.0	400.0	398.0	233	320.0	318.0	0	368.0	366.0
14	1	1	320.0	318.0	351.0	349.0	368.0	366.0	e	3499	2511	464.0	464	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	352.0	350.0	432.0	430.0	233	336.0	334.0	0	352.0	350.0
15	1	1	336.0	334.0	320.0	318.0	368.0	366.0	e	3499	2512	559.0	559	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	368.0	366.0	368.0	366.0	233	368.0	366.0	0	384.0	382.0
16	1	1	336.0	335.0	352.0	350.0	368.0	366.0	e	3499	2544	511.0	511	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	384.0	382.0	400.0	398.0	233	336.0	334.0	0	368.0	366.0
17	1	1	336.0	334.0	352.0	350.0	336.0	334.0	e	3499	2512	575.0	575	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	368.0	366.0	352.0	350.0	233	384.0	382.0	0	384.0	382.0
18	1	1	336.0	334.0	336.0	334.0	337.0	335.0	e	3499	2385	575.0	575	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	336.0	334.0	352.0	350.0	233	368.0	366.0	0	320.0	318.0
19	1	1	384.0	382.0	352.0	350.0	352.0	350.0	e	3499	2576	687.0	687	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	368.0	366.0	352.0	350.0	233	400.0	398.0	0	368.0	366.0
20	1	1	400.0	398.0	352.0	350.0	384.0	382.0	e	3499	2704	688.0	688	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	384.0	382.0	368.0	366.0	233	400.0	398.0	0	416.0	414.0
21	0	1	352.0	350.0	400.0	398.0	416.0	414.0	e	3057	2688	573.0	573	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	368.0	366.0	416.0	414.0	233	336.0	334.0	1	400.0	398.0
22	0	1							e	3057	736	527.0	527	[4, 3, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A					233		350.0	0	384.0	382.0
