	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	0	1			352.0	352.0	288.0	288.0	e	1696	379.0	379	[2, 4, 3, 1, 4, 2]	[2, 4, 3, 1, 4, 1, 2, 3]	random				352.0	229	432.0	431.0	0	272.0	271.0
1	1	1	400.0	400.0	448.0	447.0	416.0	415.0	e	2784	405.0	405	[2, 1, 3, 4, 2, 1, 4, 3]	[2, 1, 3, 4, 2, 1, 4, 3]	random	336.0	336.0	352.0	351.0	229	464.0	464.0	0	368.0	368.0
2	1	1	384.0	383.0	320.0	320.0	320.0	319.0	e	2528	342.0	342	[4, 1, 2, 3, 1, 2, 4, 3]	[4, 1, 2, 3, 1, 2, 4, 3]	random	384.0	383.0	368.0	367.0	229	448.0	448.0	0	304.0	303.0
3	1	1	288.0	288.0	288.0	288.0	256.0	255.0	e	2048	407.0	407	[1, 4, 2, 3, 1, 4, 2, 3]	[1, 4, 2, 3, 1, 4, 2, 3]	random	288.0	288.0	320.0	320.0	229	352.0	352.0	0	256.0	255.0
4	1	1	320.0	320.0	448.0	447.0	320.0	320.0	e	2752	438.0	438	[3, 2, 1, 4, 1, 4, 2, 3]	[3, 2, 1, 4, 1, 4, 2, 3]	random	432.0	432.0	496.0	496.0	229	352.0	351.0	0	384.0	383.0
5	0	1							e	272	439.0	439	[3, 2]	[3, 1, 4, 2, 3, 4, 2, 1]	random					229			0		271.0
6	1	1	336.0	336.0	320.0	319.0	336.0	335.0	e	2496	384.0	384	[1, 2, 4, 3, 1, 4, 3, 2]	[1, 2, 4, 3, 1, 4, 3, 2]	random	448.0	448.0	336.0	336.0	229	368.0	367.0	0	352.0	352.0
7	1	1	336.0	336.0	384.0	384.0	432.0	431.0	e	2672	438.0	438	[2, 4, 3, 1, 2, 4, 3, 1]	[2, 4, 3, 1, 2, 4, 3, 1]	random	336.0	336.0	400.0	400.0	229	464.0	463.0	0	320.0	319.0
8	1	1	400.0	400.0	448.0	448.0	304.0	304.0	e	2864	438.0	438	[1, 2, 4, 3, 4, 2, 3, 1]	[1, 2, 4, 3, 4, 2, 3, 1]	random	384.0	383.0	576.0	575.0	229	336.0	336.0	0	416.0	415.0
9	1	1	304.0	304.0	320.0	320.0	320.0	319.0	e	2464	454.0	454	[3, 4, 1, 2, 1, 4, 2, 3]	[3, 4, 1, 2, 1, 4, 2, 3]	random	384.0	384.0	336.0	336.0	229	480.0	480.0	0	320.0	320.0
10	0	1							e	672	390.0	390	[3, 4, 1]	[3, 4, 2, 1, 4, 3, 2, 1]	random					229		304.0	0	368.0	367.0
11	0	1			448.0	448.0	320.0	319.0	e	1776	432.0	432	[1, 2, 3, 4, 3, 2]	[1, 2, 3, 4, 3, 1, 2, 4]	random				303.0	229	352.0	351.0	0	352.0	351.0
12	1	1	288.0	288.0	352.0	352.0	352.0	351.0	e	2368	365.0	365	[1, 4, 2, 3, 4, 2, 3, 1]	[1, 4, 2, 3, 4, 2, 3, 1]	random	352.0	352.0	448.0	447.0	229	256.0	256.0	0	320.0	319.0
13	1	1	384.0	384.0	592.0	592.0	352.0	352.0	e	2864	390.0	390	[1, 4, 3, 2, 3, 2, 4, 1]	[1, 4, 3, 2, 3, 2, 4, 1]	random	352.0	351.0	336.0	335.0	229	464.0	463.0	0	384.0	383.0
14	1	1	432.0	432.0	464.0	464.0	272.0	271.0	e	2784	390.0	390	[2, 3, 1, 4, 1, 2, 4, 3]	[2, 3, 1, 4, 1, 2, 4, 3]	random	480.0	480.0	384.0	384.0	229	448.0	448.0	0	304.0	303.0
15	1	1	432.0	431.0	352.0	351.0	384.0	384.0	e	2768	374.0	374	[2, 1, 3, 4, 1, 3, 4, 2]	[2, 1, 3, 4, 1, 3, 4, 2]	random	432.0	432.0	416.0	416.0	229	384.0	384.0	0	368.0	367.0
16	1	1	400.0	399.0	352.0	352.0	304.0	303.0	e	2640	326.0	326	[2, 4, 1, 3, 2, 1, 3, 4]	[2, 4, 1, 3, 2, 1, 3, 4]	random	496.0	496.0	352.0	352.0	229	400.0	399.0	0	336.0	335.0
17	1	1	272.0	271.0	416.0	415.0	352.0	352.0	e	2304	374.0	374	[2, 3, 1, 4, 2, 3, 1, 4]	[2, 3, 1, 4, 2, 3, 1, 4]	random	368.0	368.0	272.0	272.0	229	320.0	319.0	0	304.0	304.0
18	0	1		368.0	352.0	351.0	432.0	431.0	e	2736	310.0	310	[2, 1, 3, 4, 1, 3, 4, 1]	[2, 1, 3, 4, 1, 3, 4, 2]	random	384.0	383.0	432.0	432.0	229	400.0	399.0	0	368.0	368.0
19	0	1			304.0	304.0	304.0	303.0	e	1728	382.0	382	[1, 2, 3, 4, 1, 2]	[1, 2, 3, 4, 1, 3, 4, 2]	random				288.0	229	320.0	320.0	0	512.0	512.0
20	1	1	368.0	367.0	368.0	367.0	352.0	351.0	e	2672	398.0	398	[4, 1, 2, 3, 1, 2, 3, 4]	[4, 1, 2, 3, 1, 2, 3, 4]	random	480.0	479.0	384.0	383.0	229	416.0	416.0	0	304.0	304.0
21	1	1	448.0	448.0	512.0	511.0	448.0	447.0	e	3168	390.0	390	[4, 3, 2, 1, 3, 4, 1, 2]	[4, 3, 2, 1, 3, 4, 1, 2]	random	432.0	431.0	416.0	416.0	229	400.0	399.0	0	512.0	511.0
22	1	1	512.0	511.0	384.0	383.0	288.0	288.0	e	2752	534.0	534	[3, 4, 1, 2, 1, 3, 4, 2]	[3, 4, 1, 2, 1, 3, 4, 2]	random	416.0	415.0	512.0	512.0	229	288.0	288.0	0	352.0	351.0
23	1	1	368.0	367.0	528.0	527.0	400.0	400.0	e	2704	406.0	406	[4, 2, 3, 1, 3, 2, 1, 4]	[4, 2, 3, 1, 3, 2, 1, 4]	random	384.0	384.0	336.0	335.0	229	352.0	352.0	0	336.0	335.0
24	1	1	448.0	448.0	352.0	351.0	352.0	351.0	e	2544	422.0	422	[1, 3, 2, 4, 1, 3, 4, 2]	[1, 3, 2, 4, 1, 3, 4, 2]	random	400.0	399.0	320.0	319.0	229	336.0	336.0	0	336.0	336.0
25	1	1	336.0	335.0	416.0	416.0	416.0	415.0	e	2816	415.0	415	[3, 4, 2, 1, 2, 1, 3, 4]	[3, 4, 2, 1, 2, 1, 3, 4]	random	416.0	416.0	384.0	384.0	229	512.0	512.0	0	336.0	335.0
26	0	1							e	32	358.0	358	[4, 3]	[4, 2, 3, 1, 2, 1, 3, 4]	random					229			0		32.0
27	0	1							e	400	381.0	381	[2, 2]	[2, 1, 3, 4, 1, 2, 3, 4]	random					229			0		399.0
28	0	1			400.0	400.0	352.0	352.0	e	2048	588.0	588	[4, 3, 1, 2, 4, 2]	[4, 3, 1, 2, 4, 1, 3, 2]	random				367.0	229	464.0	464.0	0	464.0	463.0
29	1	1	304.0	303.0	368.0	367.0	336.0	336.0	e	2752	477.0	477	[4, 2, 3, 1, 4, 1, 3, 2]	[4, 2, 3, 1, 4, 1, 3, 2]	random	384.0	384.0	672.0	671.0	229	368.0	368.0	0	320.0	319.0
30	0	1		448.0	352.0	352.0	368.0	368.0	e	2576	406.0	406	[4, 2, 1, 3, 2, 4, 1, 2]	[4, 2, 1, 3, 2, 4, 1, 3]	random	304.0	303.0	416.0	416.0	229	384.0	383.0	0	304.0	304.0
31	1	1	416.0	415.0	432.0	432.0	384.0	384.0	e	3104	349.0	349	[4, 3, 1, 2, 3, 2, 1, 4]	[4, 3, 1, 2, 3, 2, 1, 4]	random	448.0	447.0	464.0	464.0	229	464.0	464.0	0	496.0	495.0
32	1	1	416.0	415.0	480.0	480.0	416.0	416.0	e	3152	582.0	582	[3, 4, 1, 2, 4, 2, 3, 1]	[3, 4, 1, 2, 4, 2, 3, 1]	random	512.0	512.0	448.0	447.0	229	416.0	415.0	0	464.0	463.0
33	1	1	400.0	399.0	480.0	479.0	368.0	368.0	e	2912	374.0	374	[4, 3, 2, 1, 3, 4, 2, 1]	[4, 3, 2, 1, 3, 4, 2, 1]	random	480.0	480.0	400.0	399.0	229	304.0	303.0	0	480.0	479.0
34	0	1			480.0	479.0	320.0	319.0	e	2304	406.0	406	[1, 3, 2, 4, 3, 4, 1]	[1, 3, 2, 4, 3, 4, 2, 1]	random		336.0	496.0	496.0	229	368.0	368.0	0	304.0	303.0
35	1	1	496.0	495.0	496.0	496.0	560.0	559.0	e	3328	396.0	396	[3, 4, 1, 2, 4, 2, 1, 3]	[3, 4, 1, 2, 4, 2, 1, 3]	random	384.0	383.0	480.0	479.0	229	544.0	543.0	0	368.0	367.0
36	1	1	336.0	335.0	384.0	383.0	432.0	432.0	e	2992	534.0	534	[2, 1, 3, 4, 1, 2, 3, 4]	[2, 1, 3, 4, 1, 2, 3, 4]	random	432.0	431.0	576.0	575.0	229	432.0	431.0	0	400.0	399.0
37	1	1	288.0	288.0	416.0	415.0	384.0	384.0	e	2768	390.0	390	[4, 3, 2, 1, 4, 1, 3, 2]	[4, 3, 2, 1, 4, 1, 3, 2]	random	368.0	367.0	480.0	479.0	229	384.0	384.0	0	448.0	448.0
38	1	1	512.0	511.0	384.0	384.0	352.0	352.0	e	3088	502.0	502	[4, 3, 1, 2, 1, 3, 4, 2]	[4, 3, 1, 2, 1, 3, 4, 2]	random	432.0	432.0	432.0	432.0	229	512.0	512.0	0	464.0	463.0
39	1	1	528.0	528.0	368.0	368.0	656.0	655.0	e	3392	357.0	357	[2, 4, 1, 3, 2, 3, 1, 4]	[2, 4, 1, 3, 2, 3, 1, 4]	random	480.0	479.0	592.0	592.0	229	416.0	416.0	0	352.0	352.0
40	1	2	400.0	399.0	544.0	543.0	304.0	303.0	e	2960	443.0	443	[4, 1, 3, 2, 3, 1, 2, 4]	[4, 1, 3, 2, 3, 1, 2, 4]	random	576.0	575.0	336.0	335.0	229	400.0	400.0	0	400.0	400.0
41	1	2	384.0	383.0	416.0	416.0	432.0	431.0	e	3312	438.0	438	[3, 4, 2, 1, 3, 1, 2, 4]	[3, 4, 2, 1, 3, 1, 2, 4]	random	400.0	399.0	496.0	496.0	229	800.0	799.0	0	384.0	383.0
42	0	2			432.0	432.0	320.0	319.0	e	1872	406.0	406	[1, 4, 2, 3, 4, 1]	[1, 4, 2, 3, 4, 2, 1, 3]	random				335.0	229	320.0	319.0	0	464.0	463.0
43	1	2	336.0	335.0	448.0	448.0	336.0	336.0	e	2656	443.0	443	[4, 3, 2, 1, 3, 2, 1, 4]	[4, 3, 2, 1, 3, 2, 1, 4]	random	400.0	400.0	304.0	303.0	229	320.0	320.0	0	512.0	511.0
44	1	2	384.0	384.0	448.0	448.0	400.0	400.0	e	2944	406.0	406	[2, 4, 3, 1, 4, 3, 2, 1]	[2, 4, 3, 1, 4, 3, 2, 1]	random	448.0	447.0	496.0	495.0	229	416.0	416.0	0	352.0	351.0
45	1	2	448.0	448.0	400.0	399.0	400.0	400.0	e	3056	390.0	390	[4, 1, 2, 3, 1, 4, 2, 3]	[4, 1, 2, 3, 1, 4, 2, 3]	random	400.0	400.0	400.0	400.0	229	496.0	495.0	0	512.0	511.0
46	1	2	288.0	287.0	448.0	447.0	400.0	399.0	e	2592	454.0	454	[4, 1, 2, 3, 2, 3, 4, 1]	[4, 1, 2, 3, 2, 3, 4, 1]	random	368.0	367.0	368.0	368.0	229	368.0	368.0	0	352.0	351.0
47	1	2	304.0	304.0	464.0	463.0	416.0	416.0	e	2672	373.0	373	[1, 3, 4, 2, 1, 3, 4, 2]	[1, 3, 4, 2, 1, 3, 4, 2]	random	384.0	383.0	416.0	416.0	229	368.0	368.0	0	320.0	319.0
48	1	2	368.0	368.0	416.0	416.0	464.0	464.0	e	2768	422.0	422	[1, 3, 4, 2, 4, 3, 2, 1]	[1, 3, 4, 2, 4, 3, 2, 1]	random	336.0	336.0	496.0	495.0	229	336.0	335.0	0	352.0	352.0
49	1	2	448.0	448.0	304.0	304.0	368.0	367.0	e	2832	501.0	501	[2, 4, 1, 3, 2, 4, 3, 1]	[2, 4, 1, 3, 2, 4, 3, 1]	random	528.0	527.0	480.0	479.0	229	352.0	352.0	0	352.0	352.0
50	1	2	336.0	336.0	656.0	655.0	352.0	352.0	e	3264	485.0	485	[4, 2, 3, 1, 4, 1, 2, 3]	[4, 2, 3, 1, 4, 1, 2, 3]	random	608.0	608.0	512.0	511.0	229	416.0	416.0	0	384.0	383.0
51	1	2	352.0	351.0	480.0	480.0	384.0	383.0	e	3120	742.0	742	[3, 2, 4, 1, 4, 3, 2, 1]	[3, 2, 4, 1, 4, 3, 2, 1]	random	352.0	351.0	592.0	592.0	229	416.0	416.0	0	544.0	543.0
52	1	2	352.0	352.0	416.0	415.0	368.0	367.0	e	2816	405.0	405	[3, 1, 2, 4, 2, 1, 3, 4]	[3, 1, 2, 4, 2, 1, 3, 4]	random	464.0	463.0	352.0	351.0	229	512.0	511.0	0	352.0	351.0
53	1	2	464.0	464.0	400.0	400.0	384.0	384.0	e	2960	437.0	437	[3, 4, 2, 1, 4, 2, 1, 3]	[3, 4, 2, 1, 4, 2, 1, 3]	random	384.0	384.0	416.0	416.0	229	576.0	576.0	0	336.0	336.0
54	1	2	336.0	336.0	352.0	351.0	352.0	352.0	e	2544	405.0	405	[1, 4, 3, 2, 4, 1, 2, 3]	[1, 4, 3, 2, 4, 1, 2, 3]	random	416.0	416.0	352.0	352.0	229	352.0	352.0	0	384.0	383.0
55	1	2	352.0	351.0	368.0	367.0	320.0	319.0	e	2576	405.0	405	[4, 1, 2, 3, 1, 2, 3, 4]	[4, 1, 2, 3, 1, 2, 3, 4]	random	400.0	400.0	384.0	383.0	229	416.0	416.0	0	336.0	335.0
56	1	2	368.0	367.0	496.0	496.0	384.0	384.0	e	3120	598.0	598	[2, 4, 1, 3, 4, 2, 1, 3]	[2, 4, 1, 3, 4, 2, 1, 3]	random	496.0	495.0	496.0	495.0	229	512.0	512.0	0	368.0	367.0
57	1	2	448.0	447.0	448.0	448.0	368.0	367.0	e	3008	437.0	437	[3, 1, 2, 4, 2, 1, 3, 4]	[3, 1, 2, 4, 2, 1, 3, 4]	random	640.0	640.0	352.0	352.0	229	400.0	400.0	0	352.0	351.0
58	0	2			480.0	480.0	528.0	528.0	e	2112	469.0	469	[2, 1, 4, 3, 4, 1]	[2, 1, 4, 3, 4, 2, 3, 1]	random				383.0	229	352.0	352.0	0	368.0	367.0
59	0	2		255.0	304.0	303.0	272.0	271.0	e	2512	345.0	345	[1, 3, 2, 4, 1, 3, 4, 1]	[1, 3, 2, 4, 1, 3, 4, 2]	random	464.0	464.0	560.0	560.0	229	336.0	336.0	0	320.0	319.0
60	1	2	336.0	335.0	384.0	383.0	320.0	320.0	e	2880	527.0	527	[4, 1, 3, 2, 4, 2, 1, 3]	[4, 1, 3, 2, 4, 2, 1, 3]	random	464.0	464.0	544.0	544.0	229	432.0	431.0	0	400.0	399.0
61	0	2							e	816	277.0	277	[1, 4, 2]	[1, 4, 3, 2, 4, 1, 2, 3]	random					229		271.0	0	544.0	544.0
62	0	2							e	0		266	[1]	[3, 2, 1, 4, 1, 3, 4, 2]	random					229			0		
63	1	2	304.0	303.0	336.0	336.0	352.0	352.0	e	2480	521.0	521	[4, 1, 3, 2, 4, 1, 2, 3]	[4, 1, 3, 2, 4, 1, 2, 3]	random	400.0	400.0	352.0	351.0	229	352.0	352.0	0	384.0	383.0
64	0	2							e	768	629.0	629	[4, 2, 4]	[4, 2, 3, 1, 3, 2, 4, 1]	random					229		287.0	0	480.0	479.0
65	0	2							e	0		521	[3]	[2, 1, 3, 4, 2, 1, 4, 3]	random					229			0		
66	1	2	320.0	320.0	528.0	528.0	368.0	367.0	e	3152	521.0	521	[2, 1, 3, 4, 3, 1, 4, 2]	[2, 1, 3, 4, 3, 1, 4, 2]	random	640.0	640.0	464.0	463.0	229	448.0	447.0	0	384.0	383.0
67	1	2	304.0	303.0	496.0	496.0	352.0	352.0	e	2768	1557.0	1557	[3, 2, 1, 4, 3, 2, 4, 1]	[3, 2, 1, 4, 3, 2, 4, 1]	random	528.0	527.0	304.0	303.0	229	336.0	336.0	0	448.0	448.0
68	1	2	272.0	272.0	352.0	352.0	288.0	287.0	e	2304	357.0	357	[1, 3, 2, 4, 1, 3, 2, 4]	[1, 3, 2, 4, 1, 3, 2, 4]	random	272.0	272.0	352.0	351.0	229	336.0	336.0	0	432.0	432.0
69	1	2	320.0	320.0	416.0	416.0	352.0	352.0	e	2608	501.0	501	[3, 1, 2, 4, 1, 3, 2, 4]	[3, 1, 2, 4, 1, 3, 2, 4]	random	272.0	271.0	320.0	319.0	229	448.0	447.0	0	480.0	480.0
70	0	2		431.0	544.0	543.0	272.0	272.0	e	2640	869.0	869	[3, 1, 4, 2, 4, 2, 1, 4]	[3, 1, 4, 2, 4, 2, 1, 3]	random	352.0	352.0	368.0	368.0	229	304.0	303.0	0	368.0	367.0
71	1	2	384.0	384.0	576.0	575.0	368.0	367.0	e	2944	444.0	444	[3, 4, 1, 2, 1, 4, 2, 3]	[3, 4, 1, 2, 1, 4, 2, 3]	random	448.0	447.0	496.0	496.0	229	288.0	288.0	0	384.0	383.0
72	1	2	464.0	464.0	448.0	448.0	368.0	368.0	e	3024	533.0	533	[3, 2, 1, 4, 1, 3, 4, 2]	[3, 2, 1, 4, 1, 3, 4, 2]	random	432.0	431.0	448.0	448.0	229	400.0	399.0	0	464.0	463.0
73	0	2							e	352	405.0	405	[1, 3]	[1, 2, 3, 4, 2, 1, 3, 4]	random					229			0		352.0
74	1	2	592.0	591.0	304.0	304.0	480.0	479.0	e	3072	312.0	312	[1, 4, 2, 3, 1, 3, 4, 2]	[1, 4, 2, 3, 1, 3, 4, 2]	random	432.0	431.0	432.0	431.0	229	336.0	336.0	0	496.0	495.0
75	1	2	400.0	400.0	352.0	351.0	416.0	416.0	e	2640	373.0	373	[1, 3, 4, 2, 3, 1, 2, 4]	[1, 3, 4, 2, 3, 1, 2, 4]	random	368.0	368.0	352.0	352.0	229	432.0	432.0	0	320.0	320.0
76	0	2			448.0	447.0	288.0	287.0	e	2288	486.0	486	[4, 2, 3, 1, 2, 1, 4]	[4, 2, 3, 1, 2, 1, 3, 4]	random		495.0	368.0	368.0	229	352.0	351.0	0	336.0	335.0
77	0	2							e	0		744	[2]	[1, 3, 4, 2, 1, 3, 2, 4]	random					229			0		
78	1	2	304.0	304.0	480.0	480.0	416.0	416.0	e	3088	490.0	490	[2, 4, 3, 1, 4, 2, 1, 3]	[2, 4, 3, 1, 4, 2, 1, 3]	random	448.0	448.0	320.0	320.0	229	592.0	591.0	0	528.0	527.0
79	0	2			448.0	447.0	368.0	368.0	e	1808	948.0	948	[3, 2, 4, 1, 3, 2]	[3, 2, 4, 1, 3, 1, 4, 2]	random				271.0	229	336.0	336.0	0	384.0	384.0
80	1	3	304.0	304.0	464.0	464.0	304.0	303.0	e	2816	523.0	523	[3, 1, 4, 2, 4, 1, 3, 2]	[3, 1, 4, 2, 4, 1, 3, 2]	random	592.0	591.0	368.0	367.0	229	384.0	384.0	0	400.0	400.0
81	1	3	336.0	335.0	512.0	512.0	384.0	384.0	e	2736	533.0	533	[3, 2, 1, 4, 3, 2, 4, 1]	[3, 2, 1, 4, 3, 2, 4, 1]	random	432.0	431.0	304.0	303.0	229	352.0	352.0	0	416.0	415.0
82	0	3							e	320	437.0	437	[1, 3]	[1, 4, 3, 2, 3, 4, 2, 1]	random					229			0		319.0
83	1	3	432.0	432.0	416.0	416.0	352.0	352.0	e	3248	442.0	442	[4, 2, 1, 3, 2, 3, 1, 4]	[4, 2, 1, 3, 2, 3, 1, 4]	random	448.0	447.0	496.0	495.0	229	576.0	575.0	0	528.0	527.0
84	1	3	448.0	448.0	448.0	447.0	320.0	319.0	e	2768	436.0	436	[3, 1, 4, 2, 4, 2, 1, 3]	[3, 1, 4, 2, 4, 2, 1, 3]	random	448.0	447.0	352.0	351.0	229	384.0	383.0	0	368.0	367.0
85	0	3				368.0	352.0	352.0	e	1648	405.0	405	[1, 2, 3, 4, 1]	[1, 2, 3, 4, 2, 4, 3, 1]	random					229	480.0	479.0	0	448.0	447.0
86	1	3	384.0	384.0	592.0	591.0	304.0	303.0	e	2704	438.0	438	[1, 3, 2, 4, 3, 2, 4, 1]	[1, 3, 2, 4, 3, 2, 4, 1]	random	432.0	431.0	304.0	303.0	229	320.0	319.0	0	368.0	367.0
