	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	max_time	movement_time	one_IKI	one_RT	pressed	reward	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	1	1	464.0	462.0	336.0	334.0	432.0	430.0	e	3661	2816	410.0	410	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	480.0	478.0	336.0	334.0	221	368.0	366.0	0	400.0	398.0
1	1	1	512.0	510.0	368.0	367.0	449.0	447.0	e	3661	2944	321.0	321	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	319.0	318.0	336.0	334.0	221	448.0	446.0	0	512.0	510.0
2	1	1	416.0	414.0	352.0	350.0	336.0	334.0	e	3661	2800	384.0	384	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	416.0	414.0	560.0	558.0	221	336.0	334.0	0	384.0	382.0
3	0	1	383.0	382.0	416.0	414.0	336.0	334.0	e	3661	3103	689.0	689	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	400.0	398.0	864.0	862.0	221	368.0	366.0	1	336.0	334.0
4	1	1	336.0	334.0	304.0	302.0	288.0	286.0	e	3661	2688	354.0	354	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	416.0	414.0	624.0	622.0	221	336.0	334.0	0	384.0	382.0
5	1	1	320.0	318.0	320.0	318.0	288.0	286.0	e	3661	2624	368.0	368	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	400.0	398.0	560.0	558.0	221	368.0	366.0	0	368.0	366.0
6	1	1	304.0	302.0	352.0	350.0	288.0	286.0	e	3661	2736	367.0	367	[1, 4, 2, 3, 1, 3, 4, 2]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	384.0	382.0	608.0	606.0	221	384.0	382.0	0	416.0	414.0
7	1	1	544.0	542.0	320.0	318.0	432.0	430.0	e	3661	2720	416.0	416	[4, 3, 1, 4, 2, 3, 1, 2]	5	[4, 3, 1, 4, 2, 3, 1, 2]	A	336.0	334.0	304.0	302.0	221	368.0	366.0	0	416.0	414.0
8	0	1		334.0	384.0	382.0	288.0	286.0	e	3661	2513	432.0	432	[3, 2, 4, 1, 2, 4, 3, 2]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	433.0	431.0	384.0	382.0	221	352.0	350.0	0	336.0	334.0
9	0	1		318.0	320.0	318.0	320.0	318.0	e	3661	2624	417.0	417	[1, 4, 2, 3, 1, 3, 4, 1]	30	[1, 4, 2, 3, 1, 3, 4, 2]	C	400.0	398.0	544.0	542.0	221	368.0	366.0	0	352.0	350.0
10	1	1	352.0	350.0	400.0	398.0	304.0	302.0	e	3661	2512	403.0	403	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	400.0	398.0	416.0	414.0	221	320.0	318.0	0	320.0	318.0
11	1	1	400.0	398.0	416.0	414.0	336.0	334.0	e	3661	2688	431.0	431	[3, 2, 4, 1, 2, 4, 3, 1]	10	[3, 2, 4, 1, 2, 4, 3, 1]	B	384.0	382.0	496.0	494.0	221	320.0	318.0	0	336.0	334.0
