	accuracy	block	eight_IKI	eight_RT	five_IKI	five_RT	four_IKI	four_RT	group	movement_time	one_IKI	one_RT	pressed	seq_keys	sequence	seven_IKI	seven_RT	six_IKI	six_RT	subject	three_IKI	three_RT	too_slow	two_IKI	two_RT
0	1	1	400.0	398.0	464.0	462.0	400.0	398.0	e	2800	501.0	501	[3, 2, 1, 4, 2, 4, 1, 3]	[3, 2, 1, 4, 2, 4, 1, 3]	random	288.0	286.0	464.0	462.0	221	320.0	318.0	0	464.0	462.0
1	1	1	352.0	350.0	416.0	414.0	352.0	350.0	e	2592	351.0	351	[4, 1, 2, 3, 2, 3, 4, 1]	[4, 1, 2, 3, 2, 3, 4, 1]	random	416.0	414.0	352.0	350.0	221	368.0	366.0	0	336.0	334.0
2	0	1		382.0	512.0	509.0	320.0	318.0	e	3103	608.0	608	[3, 2, 1, 4, 3, 4, 2, 2]	[3, 2, 1, 4, 3, 4, 2, 1]	random	672.0	670.0	496.0	494.0	221	384.0	382.0	0	335.0	334.0
3	1	1	336.0	334.0	352.0	350.0	320.0	318.0	e	2656	636.0	636	[2, 3, 4, 1, 3, 2, 4, 1]	[2, 3, 4, 1, 3, 2, 4, 1]	random	432.0	430.0	560.0	558.0	221	336.0	334.0	0	320.0	318.0
4	1	1	352.0	350.0	496.0	494.0	368.0	366.0	e	3072	464.0	464	[4, 3, 1, 2, 1, 4, 2, 3]	[4, 3, 1, 2, 1, 4, 2, 3]	random	560.0	558.0	416.0	414.0	221	528.0	526.0	0	352.0	350.0
5	1	1	320.0	318.0	368.0	366.0	416.0	414.0	e	3040	351.0	351	[4, 3, 1, 2, 3, 2, 4, 1]	[4, 3, 1, 2, 3, 2, 4, 1]	random	544.0	542.0	528.0	526.0	221	480.0	478.0	0	384.0	382.0
6	0	1							e	0		415	[4]	[3, 4, 2, 1, 3, 1, 2, 4]	random					221			0		
7	1	1	448.0	446.0	448.0	446.0	400.0	398.0	e	2928	428.0	428	[4, 3, 1, 2, 3, 1, 2, 4]	[4, 3, 1, 2, 3, 1, 2, 4]	random	480.0	478.0	416.0	414.0	221	400.0	398.0	0	336.0	334.0
8	0	1							e	0		353	[1]	[2, 4, 1, 3, 1, 2, 4, 3]	random					221			0		
9	1	1	384.0	382.0	496.0	494.0	368.0	366.0	e	3024	956.0	956	[3, 4, 1, 2, 1, 2, 3, 4]	[3, 4, 1, 2, 1, 2, 3, 4]	random	496.0	494.0	400.0	398.0	221	448.0	446.0	0	432.0	430.0
10	1	1	336.0	334.0	416.0	414.0	400.0	398.0	e	3168	431.0	431	[2, 1, 3, 4, 1, 4, 2, 3]	[2, 1, 3, 4, 1, 4, 2, 3]	random	576.0	574.0	432.0	430.0	221	528.0	526.0	0	480.0	478.0
11	0	1							e	0		432	[3]	[2, 4, 1, 3, 1, 4, 2, 3]	random					221			0		
12	1	1	352.0	350.0	368.0	366.0	368.0	366.0	e	3121	524.0	524	[2, 1, 3, 4, 1, 4, 2, 3]	[2, 1, 3, 4, 1, 4, 2, 3]	random	528.0	526.0	400.0	398.0	221	561.0	559.0	0	544.0	542.0
